S2_1_3_ID,S2_1_3_S2_F1_RA,S2_1_3_S2_F1_DEC,S2_1_3_S2_F1_MAG2_1,S2_1_3_S2_F1_ERR2_1,S2_1_3_S2_F3_ID,S2_1_3_S2_F3_RA,S2_1_3_S2_F3_DEC,S2_1_3_S2_F3_MAG2_3,S2_1_3_S2_F3_ERR2_3,S2_1_3_Separation_S2_F3_S2_F1,S2_1_3_Separation_max,S2_1_3_ncat,S2_1_3_dist_bayesfactor,S2_1_3_dist_post,S2_1_3_p_single,S2_1_3_p_any,S2_1_3_p_i,S2_1_3_match_flag,S2_1_3_asn,S2_1_3_RA,S2_1_3_DEC,S2_F4_ID,S2_F4_RA,S2_F4_DEC,S2_F4_MAG2_4,S2_F4_ERR2_4,Separation_S2_F4_S2_1_3,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag
'31',10.63023272,40.9375334,17.44455224,0.0971,'1939',10.63025271,40.93752811,17.30355224,0.0717,0.05760251,0.05760251,2,12.592825,0.9918318,0.9918318,0.9918318,1,1,2,10.630242715,40.937530755,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.99236435,0,0
'31',10.63023272,40.9375334,17.44455224,0.0971,'1939',10.63025271,40.93752811,17.30355224,0.0717,0.05760251,0.05760251,2,12.592825,0.9918318,0.9918318,0.9918318,1,1,2,10.630242715,40.937530755,'1307',10.63024316,40.93752438,17.33355224,0.0688,0.022981886,0.022981886,2,12.623116,0.99236435,0.99236435,0.99236435,1,1
'32',10.63213315,40.93827555,16.71055224,0.0574,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63213315,40.93827555,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'33',10.6384126,40.92818129,17.60655224,0.0609,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.6384126,40.92818129,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'34',10.59003731,40.99285315,16.69955224,0.0364,'16',10.58999047,40.99281868,16.85755224,0.0441,0.17775826,0.17775826,2,12.285779,0.9835736,0.9835736,0.9835736,1,1,2,10.59001389,40.992835915,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'35',10.5901401,40.99137514,17.27555224,0.0813,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.5901401,40.99137514,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'36',10.60290089,40.99334307,16.47855224,0.0279,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.60290089,40.99334307,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'37',10.59764107,41.00034592,17.85355224,0.108,'4012',10.59762172,41.00030846,17.67255224,0.0913,0.1447413,0.1447413,2,12.401388,0.9873642,0.9873642,0.9873642,1,1,2,10.597631395,41.00032719,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.98490727,0,0
'37',10.59764107,41.00034592,17.85355224,0.108,'4012',10.59762172,41.00030846,17.67255224,0.0913,0.1447413,0.1447413,2,12.401388,0.9873642,0.9873642,0.9873642,1,1,2,10.597631395,41.00032719,'3310',10.5975805,41.00030089,17.28655224,0.0567,0.16758673,0.16758673,2,12.323918,0.98490727,0.98490727,0.98490727,1,1
'38',10.61411576,40.97179473,17.48455224,0.0925,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61411576,40.97179473,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'39',10.61503594,40.97256058,18.14355224,0.0974,'1908',10.6150819,40.97253783,18.04255224,0.0793,0.14937678,0.14937678,2,12.386585,0.9869318,0.9869318,0.9869318,1,1,2,10.61505892,40.972549205,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'40',10.61735856,40.97597586,15.88055224,0.0369,'1927',10.61729441,40.97595182,16.00155224,0.0367,0.19465338,0.19465338,2,12.217465,0.9808291,0.9808291,0.9808291,1,1,2,10.617326485,40.97596384,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'41',10.64012754,40.93618028,16.51855224,0.0474,'1286',10.64010174,40.93613098,16.36355224,0.0327,0.19084632,0.19084632,2,12.2334,0.981507,0.981507,0.981507,1,1,2,10.64011464,40.93615563,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.98936886,0,0
'41',10.64012754,40.93618028,16.51855224,0.0474,'1286',10.64010174,40.93613098,16.36355224,0.0327,0.19084632,0.19084632,2,12.2334,0.981507,0.981507,0.981507,1,1,2,10.64011464,40.93615563,'3411',10.64007603,40.93614077,16.33855224,0.0331,0.117845185,0.117845185,2,12.478068,0.98936886,0.98936886,0.98936886,1,1
'42',10.62153961,40.97397144,17.31855224,0.0423,'1951',10.62150984,40.97394754,17.23155224,0.0526,0.11811109,0.11811109,2,12.477387,0.9893712,0.9893712,0.9893712,1,1,2,10.621524725,40.97395949,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.99131435,0,0
'42',10.62153961,40.97397144,17.31855224,0.0423,'1951',10.62150984,40.97394754,17.23155224,0.0526,0.11811109,0.11811109,2,12.477387,0.9893712,0.9893712,0.9893712,1,1,2,10.621524725,40.97395949,'2750',10.62152871,40.97398029,17.49155224,0.0666,0.07565932,0.07565932,2,12.566699,0.99131435,0.99131435,0.99131435,1,1
'44',10.654195,40.94328858,15.47455224,0.0296,'186',10.65415522,40.94324592,15.55355224,0.0274,0.18784855,0.18784855,2,12.245726,0.9820152,0.9820152,0.9820152,1,1,2,10.65417511,40.94326725,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.98809606,0,0
'44',10.654195,40.94328858,15.47455224,0.0296,'186',10.65415522,40.94324592,15.55355224,0.0274,0.18784855,0.18784855,2,12.245726,0.9820152,0.9820152,0.9820152,1,1,2,10.65417511,40.94326725,'831',10.65412751,40.94325577,15.49355224,0.0304,0.13587596,0.13587596,2,12.428399,0.98809606,0.98809606,0.98809606,1,1
'45',10.70081502,40.88691471,15.59855224,0.0337,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.70081502,40.88691471,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'46',10.65093005,40.9483383,17.54155224,0.0622,'197',10.6509132,40.9483769,17.50855224,0.0719,0.14631827,0.14631827,2,12.396404,0.9872202,0.9872202,0.9872202,1,1,2,10.650921625,40.9483576,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'47',10.68301686,40.91970079,16.05755224,0.0372,'7363',10.68294953,40.91970497,15.74355224,0.0394,0.18377236,0.18377236,2,12.262173,0.9826719,0.9826719,0.9826719,1,1,2,10.682983195,40.91970288,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'49',10.63428864,41.01646553,17.09955224,0.0739,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63428864,41.01646553,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.99073744,0,0
'49',10.63428864,41.01646553,17.09955224,0.0739,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63428864,41.01646553,'5484',10.63431911,41.01647618,17.08255224,0.0611,0.09121396,0.09121396,2,12.538517,0.99073744,0.99073744,0.99073744,1,1
'51',10.63043228,41.01357568,17.33055224,0.0867,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63043228,41.01357568,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'52',10.6381149,40.9992379,17.17955224,0.0687,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.6381149,40.9992379,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'53',10.68021943,40.94831436,15.96655224,0.041,'4210',10.68016597,40.94830916,15.82455224,0.0399,0.14656268,0.14656268,2,12.395627,0.98719764,0.98719764,0.98719764,1,1,2,10.6801927,40.94831176,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'54',10.53223057,40.9449811,16.95555224,0.0553,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.53223057,40.9449811,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'55',10.53358724,40.94442464,15.88755224,0.023,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.53358724,40.94442464,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'56',10.52673774,40.92409178,18.34855224,0.3746,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.52673774,40.92409178,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'57',10.54196495,40.93645305,16.91255224,0.0536,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54196495,40.93645305,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'58',10.54575564,40.94673529,17.24855224,0.0712,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54575564,40.94673529,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'59',10.55358119,40.94191702,17.08655224,0.0665,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55358119,40.94191702,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'60',10.52889118,40.93688108,16.88955224,0.0578,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.52889118,40.93688108,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'64',10.55116382,40.92382034,16.75355224,0.0474,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55116382,40.92382034,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'65',10.54238318,40.91805471,16.94955224,0.0588,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54238318,40.91805471,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'66',10.55121581,40.92590424,16.63655224,0.0366,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55121581,40.92590424,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'67',10.55176115,40.92501782,16.52655224,0.0506,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55176115,40.92501782,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'68',10.50069091,40.97273139,17.19655224,0.0829,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.50069091,40.97273139,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'72',10.51874072,40.95923968,17.34755224,0.0827,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.51874072,40.95923968,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'73',10.58514047,40.85425975,17.90955224,0.1219,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.58514047,40.85425975,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'74',10.52300094,40.93881401,16.66755224,0.0438,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.52300094,40.93881401,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'76',10.49655048,40.97562962,16.97155224,0.0694,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.49655048,40.97562962,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'78',10.5941477,40.85320902,18.09755224,0.1273,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.5941477,40.85320902,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'79',10.5967706,40.85210668,17.75355224,0.1084,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.5967706,40.85210668,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'80',10.52095106,40.95648039,16.79055224,0.0666,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.52095106,40.95648039,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'82',10.55989357,40.91188566,17.36655224,0.0713,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55989357,40.91188566,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'84',10.60149759,40.85575771,18.11755224,0.1184,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.60149759,40.85575771,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'85',10.54540269,40.9334512,16.50855224,0.0498,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54540269,40.9334512,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'86',10.56210506,40.91738507,16.89355224,0.0423,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.56210506,40.91738507,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'87',10.56189041,40.91983875,16.79355224,0.0568,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.56189041,40.91983875,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'88',10.56818177,40.91473001,15.89955224,0.0309,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.56818177,40.91473001,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'89',10.56297971,40.92265782,15.42555224,0.0335,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.56297971,40.92265782,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'91',10.57251505,40.92580969,17.58155224,0.066,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.57251505,40.92580969,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'92',10.57350492,40.92569654,17.15155224,0.0463,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.57350492,40.92569654,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'93',10.5857725,40.91560499,17.26655224,0.0674,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.5857725,40.91560499,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'94',10.58502227,40.91778641,16.67355224,0.0429,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.58502227,40.91778641,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'95',10.52341485,40.97380742,17.45555224,0.0965,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.52341485,40.97380742,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'96',10.52220463,40.97640898,15.33855224,0.0389,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.52220463,40.97640898,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'97',10.53419687,40.95584996,16.37055224,0.0498,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.53419687,40.95584996,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'99',10.53831948,40.95202953,16.30055224,0.0388,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.53831948,40.95202953,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'100',10.53784886,40.95286074,17.85855224,0.1179,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.53784886,40.95286074,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'102',10.54027932,40.9531909,16.28555224,0.0483,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54027932,40.9531909,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'103',10.53613185,40.96352594,16.97355224,0.0549,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.53613185,40.96352594,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'104',10.54125609,40.96114347,17.43355224,0.0926,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54125609,40.96114347,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'105',10.55431417,40.94958581,18.11255224,0.0783,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55431417,40.94958581,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'106',10.55158627,40.95517056,15.20255224,0.0269,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55158627,40.95517056,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'107',10.55932689,40.95166535,16.56355224,0.0436,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55932689,40.95166535,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'108',10.56268879,40.95202008,17.70955224,0.1006,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.56268879,40.95202008,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9912467,0,0
'108',10.56268879,40.95202008,17.70955224,0.1006,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.56268879,40.95202008,'5142',10.56268779,40.95199851,17.42155224,0.0684,0.07769959,0.07769959,2,12.563302,0.9912467,0.9912467,0.9912467,1,1
'109',10.55010916,40.94864882,16.86355224,0.0459,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55010916,40.94864882,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'110',10.54714202,40.9606948,16.19655224,0.0485,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54714202,40.9606948,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'111',10.55859966,40.94623566,17.63055224,0.0791,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55859966,40.94623566,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.98600036,0,0
'111',10.55859966,40.94623566,17.63055224,0.0791,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55859966,40.94623566,'9630',10.55855326,40.94626218,17.71255224,0.1255,0.1582202,0.1582202,2,12.357051,0.98600036,0.98600036,0.98600036,1,1
'112',10.55861358,40.94847377,18.03755224,0.1159,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55861358,40.94847377,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'113',10.54424389,40.96714841,17.27955224,0.0635,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54424389,40.96714841,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'114',10.54862771,40.97081935,17.15755224,0.0765,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54862771,40.97081935,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'115',10.55398848,40.96924132,16.66555224,0.0584,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.55398848,40.96924132,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'116',10.54634622,40.97788741,16.52655224,0.0541,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54634622,40.97788741,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'117',10.54730671,40.97798591,15.83855224,0.0306,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.54730671,40.97798591,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9871462,0,0
