S1_ALL_ID,S1_ALL_S1_F1_RA,S1_ALL_S1_F1_DEC,S1_ALL_S1_F1_MAG1_1,S1_ALL_S1_F1_ERR1_1,S1_ALL_S1_F3_ID,S1_ALL_S1_F3_RA,S1_ALL_S1_F3_DEC,S1_ALL_S1_F3_MAG1_3,S1_ALL_S1_F3_ERR1_3,S1_ALL_S1_F4_ID,S1_ALL_S1_F4_RA,S1_ALL_S1_F4_DEC,S1_ALL_S1_F4_MAG1_4,S1_ALL_S1_F4_ERR1_4,S1_ALL_Separation_S1_F3_S1_F1,S1_ALL_Separation_S1_F4_S1_F1,S1_ALL_Separation_S1_F4_S1_F3,S1_ALL_Separation_max,S1_ALL_ncat,S1_ALL_dist_bayesfactor,S1_ALL_dist_bayesfactor_corrected,S1_ALL_dist_post,S1_ALL_p_single,S1_ALL_p_any,S1_ALL_p_i,S1_ALL_match_flag,S1_ALL_36_asn,S1_ALL_RA,S1_ALL_DEC,S2_ALL_ID,S2_ALL_S2_F1_RA,S2_ALL_S2_F1_DEC,S2_ALL_S2_F1_MAG2_1,S2_ALL_S2_F1_ERR2_1,S2_ALL_S2_F3_ID,S2_ALL_S2_F3_RA,S2_ALL_S2_F3_DEC,S2_ALL_S2_F3_MAG2_3,S2_ALL_S2_F3_ERR2_3,S2_ALL_S2_F4_ID,S2_ALL_S2_F4_RA,S2_ALL_S2_F4_DEC,S2_ALL_S2_F4_MAG2_4,S2_ALL_S2_F4_ERR2_4,S2_ALL_Separation_S2_F3_S2_F1,S2_ALL_Separation_S2_F4_S2_F1,S2_ALL_Separation_S2_F4_S2_F3,S2_ALL_Separation_max,S2_ALL_ncat,S2_ALL_dist_bayesfactor,S2_ALL_dist_bayesfactor_corrected,S2_ALL_dist_post,S2_ALL_p_single,S2_ALL_p_any,S2_ALL_p_i,S2_ALL_match_flag,S2_ALL_45_asn,S2_ALL_RA,S2_ALL_DEC,Separation_S2_ALL_S1_ALL,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag
'7770',10.68402923,40.81736987,18.05950491,0.0804,'-99',-99,-99,-99,-99,'8435',10.68397921,40.81734522,17.41850491,0.0643,nan,0.1626237,nan,0.1626237,2,12.341711,12.341711,0.98668903,0.98668903,0.98668903,1,1,2,10.68400422,40.817357545,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7789',10.65570602,40.89004644,15.72350491,0.0266,'5729',10.65566127,40.89003159,15.58050491,0.0267,'-99',-99,-99,-99,-99,0.13300331,nan,nan,0.13300331,2,12.436785,12.436785,0.989155,0.989155,0.989155,1,1,2,10.655683645,40.890039015,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7798',10.6722066,40.89669605,17.72750491,0.0675,'11078',10.67214009,40.89668417,17.73250491,0.085,'-99',-99,-99,-99,-99,0.18597206,nan,nan,0.18597206,2,12.253342,12.253342,0.9835485,0.9835485,0.9835485,1,1,2,10.672173345,40.89669011,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7815',10.64972112,40.87369265,15.62350491,0.0319,'7218',10.64966996,40.87365378,15.54450491,0.03,'-99',-99,-99,-99,-99,0.19742298,nan,nan,0.19742298,2,12.205675,12.205675,0.981675,0.981675,0.981675,1,1,2,10.64969554,40.873673215,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7817',10.65427034,40.87255338,16.68750491,0.0796,'7673',10.65430694,40.8725093,16.32150491,0.0549,'-99',-99,-99,-99,-99,0.18737271,nan,nan,0.18737271,2,12.247664,12.247664,0.9833357,0.9833357,0.9833357,1,1,2,10.65428864,40.87253134,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7830',10.66536984,40.89486589,15.78050491,0.0318,'6954',10.66531791,40.89484124,15.71950491,0.0373,'-99',-99,-99,-99,-99,0.16686845,nan,nan,0.16686845,2,12.326526,12.326526,0.98606426,0.98606426,0.98606426,1,1,2,10.665343875,40.894853565,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7831',10.66473819,40.89584038,16.93250491,0.0475,'4423',10.66470502,40.8958268,16.76550491,0.0496,'7790',10.66470309,40.89582346,16.88050491,0.0501,0.10265264,0.1132851,0.013120979,0.1132851,3,25.212227,25.212227,0.9999455,0.9999455,0.9923596,0.98851526,1,3,10.6647154333333,40.8958302133333,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.99828994,0,0
'7831',10.66473819,40.89584038,16.93250491,0.0475,'4423',10.66470502,40.8958268,16.76550491,0.0496,'7790',10.66470309,40.89582346,16.88050491,0.0501,0.10265264,0.1132851,0.013120979,0.1132851,3,25.212227,25.212227,0.9999455,0.9999455,0.9923596,0.98851526,1,3,10.6647154333333,40.8958302133333,'5053',10.66477512,40.89583477,16.97455224,0.052,'6253',10.66471623,40.89580337,16.95455224,0.0455,'-99',-99,-99,-99,-99,0.19611073,nan,nan,0.19611073,2,12.211283,12.211283,0.9805596,0.9805596,0.9805596,1,1,2,10.664745675,40.89581907,0.09155192,0.09155192,2,12.537847,0.99828994,0.99828994,0.99828994,1,1
'7839',10.68848411,40.88882859,18.06650491,0.1024,'8030',10.68843324,40.88883471,17.67150491,0.067,'-99',-99,-99,-99,-99,0.14018644,nan,nan,0.14018644,2,12.415479,12.415479,0.9886159,0.9886159,0.9886159,1,1,2,10.688458675,40.88883165,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7841',10.69887098,40.87860421,16.00350491,0.0412,'-99',-99,-99,-99,-99,'8135',10.69880268,40.87861648,16.30650491,0.0386,nan,0.19108492,nan,0.19108492,2,12.23241,12.23241,0.9829447,0.9829447,0.9829447,1,1,2,10.69883683,40.878610345,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7848',10.71428978,40.89136843,17.90650491,0.0822,'4801',10.71428951,40.89135311,18.15250491,0.082,'-99',-99,-99,-99,-99,0.055156894,nan,nan,0.055156894,2,12.595819,12.595819,0.9924553,0.9924553,0.9924553,1,1,2,10.714289645,40.89136077,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7852',10.69036303,40.8327327,17.18950491,0.0686,'-99',-99,-99,-99,-99,'8180',10.69037079,40.8326841,17.30550491,0.068,nan,0.17623216,nan,0.17623216,2,12.291645,12.291645,0.9850868,0.9850868,0.9850868,1,1,2,10.69036691,40.8327084,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7856',10.69330193,40.85953533,15.43750491,0.0461,'3763',10.6933077,40.85952543,15.83050491,0.0506,'-99',-99,-99,-99,-99,0.03894894,nan,nan,0.03894894,2,12.612379,12.612379,0.9927355,0.9927355,0.9927355,1,1,2,10.693304815,40.85953038,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7867',10.63931361,40.85933245,17.73450491,0.0741,'-99',-99,-99,-99,-99,'6861',10.63936765,40.85929871,17.78050491,0.0879,nan,0.1907953,nan,0.1907953,2,12.233611,12.233611,0.982991,0.982991,0.982991,1,1,2,10.63934063,40.85931558,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7868',10.66285375,40.83370243,16.90150491,0.0495,'-99',-99,-99,-99,-99,'6370',10.6628461,40.83366832,16.79250491,0.0364,nan,0.124551356,nan,0.124551356,2,12.46042,12.46042,0.98984015,0.98984015,0.98984015,1,1,2,10.662849925,40.833685375,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.99859554,0,0
'7868',10.66285375,40.83370243,16.90150491,0.0495,'-99',-99,-99,-99,-99,'6370',10.6628461,40.83366832,16.79250491,0.0364,nan,0.124551356,nan,0.124551356,2,12.46042,12.46042,0.98984015,0.98984015,0.98984015,1,1,2,10.662849925,40.833685375,'5492',10.66285988,40.83365714,16.86755224,0.0362,'4677',10.66282764,40.83370552,16.68655224,0.0356,'-99',-99,-99,-99,-99,0.19505388,nan,nan,0.19505388,2,12.215771,12.215771,0.9807556,0.9807556,0.9807556,1,1,2,10.66284376,40.83368133,0.022226797,0.022226797,2,12.6234865,0.99859554,0.99859554,0.99859554,1,1
'7869',10.65447392,40.84395081,17.01750491,0.0629,'8231',10.65447218,40.84393355,17.02650491,0.06,'-99',-99,-99,-99,-99,0.062316433,nan,nan,0.062316433,2,12.586687,12.586687,0.9922962,0.9922962,0.9922962,1,1,2,10.65447305,40.84394218,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7877',10.6720694,40.85352496,14.93550491,0.0393,'8360',10.67203796,40.85349833,14.98250491,0.0486,'-99',-99,-99,-99,-99,0.12852958,nan,nan,0.12852958,2,12.449489,12.449489,0.98946434,0.98946434,0.98946434,1,1,2,10.67205368,40.853511645,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7881',10.65862511,40.88704353,16.50450491,0.046,'10820',10.6585612,40.88701804,17.51350491,0.1039,'-99',-99,-99,-99,-99,0.19665961,nan,nan,0.19665961,2,12.208941,12.208941,0.98180985,0.98180985,0.98180985,1,1,2,10.658593155,40.887030785,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7882',10.69086332,40.83996276,18.05950491,0.0901,'-99',-99,-99,-99,-99,'11143',10.69090308,40.83992351,18.14250491,0.1023,nan,0.17802243,nan,0.17802243,2,12.284759,12.284759,0.9848521,0.9848521,0.9848521,1,1,2,10.6908832,40.839943135,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7891',10.69934413,40.86142924,17.14650491,0.1088,'7872',10.69938174,40.86142431,16.53350491,0.0421,'-99',-99,-99,-99,-99,0.10392587,nan,nan,0.10392587,2,12.511584,12.511584,0.99085516,0.99085516,0.99085516,1,1,2,10.699362935,40.861426775,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7895',10.71907799,40.86271189,17.24050491,0.0359,'7309',10.71907169,40.86268236,17.01150491,0.0275,'6519',10.71905152,40.86268706,17.18150491,0.0308,0.107682854,0.11482127,0.057462525,0.11482127,3,25.179379,25.179379,0.99994123,0.99994123,0.9923845,0.98783934,1,3,10.7190670666667,40.86269377,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7896',10.71585324,40.8877108,16.65350491,0.0463,'-99',-99,-99,-99,-99,'5326',10.71580507,40.88768772,16.80250491,0.0387,nan,0.15521087,nan,0.15521087,2,12.367292,12.367292,0.9874409,0.9874409,0.9874409,1,1,2,10.715829155,40.88769926,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.9980655,0,0
'7896',10.71585324,40.8877108,16.65350491,0.0463,'-99',-99,-99,-99,-99,'5326',10.71580507,40.88768772,16.80250491,0.0387,nan,0.15521087,nan,0.15521087,2,12.367292,12.367292,0.9874409,0.9874409,0.9874409,1,1,2,10.715829155,40.88769926,'5257',10.71587576,40.88774363,16.92955224,0.0495,'1022',10.71583272,40.8877066,16.79755224,0.0403,'-99',-99,-99,-99,-99,0.17745993,nan,nan,0.17745993,2,12.28693,12.28693,0.9836164,0.9836164,0.9836164,1,1,2,10.71585424,40.887725115,0.11543143,0.11543143,2,12.484182,0.9980655,0.9980655,0.9980655,1,1
'7901',10.60937241,40.84737109,16.85350491,0.0508,'6184',10.60939999,40.84736097,16.70750491,0.0457,'7751',10.60937026,40.84738275,16.90050491,0.055,0.083476536,0.042382367,0.112705946,0.112705946,3,25.227255,25.227255,0.99994737,0.99994737,0.9946022,0.9866788,1,3,10.6093808866667,40.8473716033333,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7911',10.66285858,40.84485508,17.02750491,0.0711,'-99',-99,-99,-99,-99,'8241',10.66288511,40.84482424,16.90250491,0.0606,nan,0.13246292,nan,0.13246292,2,12.438342,12.438342,0.989316,0.989316,0.989316,1,1,2,10.662871845,40.84483966,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7913',10.64338055,40.87844121,16.48950491,0.0335,'7365',10.64334412,40.87841198,16.52250491,0.0384,'7765',10.64332955,40.87841206,16.45150491,0.0405,0.1445885,0.17402121,0.03966001,0.17402121,3,25.000734,25.000734,0.99991137,0.99991137,0.98806727,0.98674446,1,3,10.6433514066667,40.87842175,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.9976832,0,0
'7913',10.64338055,40.87844121,16.48950491,0.0335,'7365',10.64334412,40.87841198,16.52250491,0.0384,'7765',10.64332955,40.87841206,16.45150491,0.0405,0.1445885,0.17402121,0.03966001,0.17402121,3,25.000734,25.000734,0.99991137,0.99991137,0.98806727,0.98674446,1,3,10.6433514066667,40.87842175,'4860',10.64337603,40.8784732,16.79855224,0.0338,'7477',10.64331242,40.8784492,16.84255224,0.0516,'-99',-99,-99,-99,-99,0.19350381,nan,nan,0.19350381,2,12.22231,12.22231,0.9810378,0.9810378,0.9810378,1,1,2,10.643344225,40.8784612,0.14335904,0.14335904,2,12.405712,0.9976832,0.9976832,0.9976832,1,1
'7923',10.65996197,40.89226858,16.75650491,0.0442,'7230',10.65991866,40.89224593,16.49050491,0.0238,'-99',-99,-99,-99,-99,0.14331979,nan,nan,0.14331979,2,12.405834,12.405834,0.9883632,0.9883632,0.9883632,1,1,2,10.659940315,40.892257255,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7927',10.71077552,40.85116501,17.36650491,0.0419,'1121',10.71071469,40.85115247,17.18050491,0.0408,'-99',-99,-99,-99,-99,0.17168649,nan,nan,0.17168649,2,12.308816,12.308816,0.98549265,0.98549265,0.98549265,1,1,2,10.710745105,40.85115874,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7928',10.7011284,40.86410869,16.02750491,0.0488,'7556',10.70107639,40.86412837,16.08650491,0.0607,'-99',-99,-99,-99,-99,0.15833484,nan,nan,0.15833484,2,12.356657,12.356657,0.98698616,0.98698616,0.98698616,1,1,2,10.701102395,40.86411853,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7932',10.69602167,40.89639936,17.73150491,0.0735,'7017',10.69597718,40.89641745,17.92250491,0.1002,'-99',-99,-99,-99,-99,0.13747136,nan,nan,0.13747136,2,12.423664,12.423664,0.98882604,0.98882604,0.98882604,1,1,2,10.695999425,40.896408405,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7935',10.65640826,40.85999114,16.04150491,0.077,'-99',-99,-99,-99,-99,'8107',10.65643718,40.85998167,16.00650491,0.0666,nan,0.085804485,nan,0.085804485,2,12.548914,12.548914,0.99169755,0.99169755,0.99169755,1,1,2,10.65642272,40.859986405,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7945',10.6850401,40.87010098,15.15650491,0.0545,'8024',10.68501845,40.87006009,14.95150491,0.0553,'-99',-99,-99,-99,-99,0.15856446,nan,nan,0.15856446,2,12.355867,12.355867,0.9869628,0.9869628,0.9869628,1,1,2,10.685029275,40.870080535,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7946',10.69708859,40.85868411,16.15650491,0.0833,'-99',-99,-99,-99,-99,'8234',10.69704028,40.85864575,16.05150491,0.0554,nan,0.19071582,nan,0.19071582,2,12.233941,12.233941,0.9830037,0.9830037,0.9830037,1,1,2,10.697064435,40.85866493,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7953',10.700473,40.88162476,17.83050491,0.0728,'7012',10.70048554,40.88159729,17.77150491,0.0658,'-99',-99,-99,-99,-99,0.104616456,nan,nan,0.104616456,2,12.510021,12.510021,0.9908225,0.9908225,0.9908225,1,1,2,10.70047927,40.881611025,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7970',10.67291281,40.76392313,17.73350491,0.062,'-99',-99,-99,-99,-99,'3679',10.67297514,40.76394002,17.39150491,0.0396,nan,0.18050237,nan,0.18050237,2,12.275105,12.275105,0.98451686,0.98451686,0.98451686,1,1,2,10.672943975,40.763931575,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7975',10.66590643,40.90405472,17.46150491,0.0677,'-99',-99,-99,-99,-99,'11146',10.66590449,40.90401542,17.43150491,0.0755,nan,0.14157844,nan,0.14157844,2,12.411221,12.411221,0.98863536,0.98863536,0.98863536,1,1,2,10.66590546,40.90403507,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7980',10.60082871,40.87097241,16.43150491,0.041,'1638',10.60081286,40.87093416,16.49750491,0.0393,'-99',-99,-99,-99,-99,0.14430189,nan,nan,0.14430189,2,12.402767,12.402767,0.9882817,0.9882817,0.9882817,1,1,2,10.600820785,40.870953285,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7984',10.66102809,40.84886309,16.69850491,0.0752,'5732',10.66097348,40.84885699,16.55850491,0.0702,'-99',-99,-99,-99,-99,0.15032524,nan,nan,0.15032524,2,12.383499,12.383499,0.9877566,0.9877566,0.9877566,1,1,2,10.661000785,40.84886004,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'7985',10.66256201,40.8507738,15.46550491,0.0315,'8007',10.66250984,40.8507853,15.54950491,0.0249,'-99',-99,-99,-99,-99,0.14797339,nan,nan,0.14797339,2,12.391116,12.391116,0.9879669,0.9879669,0.9879669,1,1,2,10.662535925,40.85077955,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8001',10.68765483,40.85049886,16.53550491,0.063,'-99',-99,-99,-99,-99,'7789',10.68766149,40.85054207,16.13750491,0.0479,nan,0.15660964,nan,0.15660964,2,12.362556,12.362556,0.9873049,0.9873049,0.99253774,0.5847065,1,2,10.68765816,40.850520465,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8007',10.6636312,40.85039626,16.52050491,0.0557,'7791',10.66364619,40.85037059,16.68450491,0.0606,'-99',-99,-99,-99,-99,0.10102577,nan,nan,0.10102577,2,12.518038,12.518038,0.99098885,0.99098885,0.99098885,1,1,2,10.663638695,40.850383425,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8009',10.66861903,40.85269021,15.15950491,0.0517,'7799',10.66861322,40.85263707,15.43950491,0.083,'-99',-99,-99,-99,-99,0.19195707,nan,nan,0.19195707,2,12.228784,12.228784,0.9826081,0.9826081,0.9826081,1,1,2,10.668616125,40.85266364,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8011',10.65979236,40.88797941,15.99450491,0.0373,'7235',10.65975781,40.88793988,16.03450491,0.0299,'-99',-99,-99,-99,-99,0.17056741,nan,nan,0.17056741,2,12.312974,12.312974,0.9856289,0.9856289,0.9856289,1,1,2,10.659775085,40.887959645,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8015',10.72269019,40.85716485,16.13650491,0.0492,'-99',-99,-99,-99,-99,'7945',10.72266768,40.85719833,16.27750491,0.0437,nan,0.1352168,nan,0.1352168,2,12.430339,12.430339,0.98911947,0.98911947,0.98911947,1,1,2,10.722678935,40.85718159,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8022',10.66346691,40.84919889,15.99850491,0.0473,'7223',10.66346185,40.84915125,15.96250491,0.053,'4419',10.66345056,40.84916096,15.94350491,0.0471,0.17205665,0.14362352,0.046552625,0.17205665,3,25.003366,25.003366,0.9999119,0.9999119,0.9883124,0.9866571,1,3,10.6634597733333,40.8491703666667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8027',10.7226701,40.8921126,17.70950491,0.0511,'3339',10.72263305,40.8920657,17.71150491,0.0774,'-99',-99,-99,-99,-99,0.196655,nan,nan,0.196655,2,12.2089615,12.2089615,0.9818107,0.9818107,0.9818107,1,1,2,10.722651575,40.89208915,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8031',10.66466844,40.87435881,15.21250491,0.0437,'8185',10.66463688,40.87431781,15.14150491,0.047,'-99',-99,-99,-99,-99,0.17078158,nan,nan,0.17078158,2,12.3121805,12.3121805,0.985603,0.985603,0.985603,1,1,2,10.66465266,40.87433831,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'8034',10.68398353,40.81877298,17.18650491,0.0361,'822',10.68396661,40.81873635,16.92550491,0.0377,'5802',10.68395391,40.8187448,17.11850491,0.0505,0.1396929,0.12962915,0.046071023,0.1396929,3,25.104399,25.104399,0.99993014,0.99993014,0.99069774,0.9874847,1,3,10.6839680166667,40.8187513766667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
