S1_1_3_4_ID,S1_1_3_4_S1_1_3_S1_F1_RA,S1_1_3_4_S1_1_3_S1_F1_DEC,S1_1_3_4_S1_1_3_S1_F1_MAG1_1,S1_1_3_4_S1_1_3_S1_F1_ERR1_1,S1_1_3_4_S1_1_3_S1_F3_ID,S1_1_3_4_S1_1_3_S1_F3_RA,S1_1_3_4_S1_1_3_S1_F3_DEC,S1_1_3_4_S1_1_3_S1_F3_MAG1_3,S1_1_3_4_S1_1_3_S1_F3_ERR1_3,S1_1_3_4_S1_1_3_Separation_S1_F3_S1_F1,S1_1_3_4_S1_1_3_Separation_max,S1_1_3_4_S1_1_3_ncat,S1_1_3_4_S1_1_3_dist_bayesfactor,S1_1_3_4_S1_1_3_dist_post,S1_1_3_4_S1_1_3_p_single,S1_1_3_4_S1_1_3_p_any,S1_1_3_4_S1_1_3_p_i,S1_1_3_4_S1_1_3_match_flag,S1_1_3_4_S1_1_3_asn,S1_1_3_4_S1_1_3_RA,S1_1_3_4_S1_1_3_DEC,S1_1_3_4_S1_F4_ID,S1_1_3_4_S1_F4_RA,S1_1_3_4_S1_F4_DEC,S1_1_3_4_S1_F4_MAG1_4,S1_1_3_4_S1_F4_ERR1_4,S1_1_3_4_Separation_S1_F4_S1_1_3,S1_1_3_4_Separation_max,S1_1_3_4_ncat,S1_1_3_4_dist_bayesfactor,S1_1_3_4_dist_post,S1_1_3_4_p_single,S1_1_3_4_p_any,S1_1_3_4_p_i,S1_1_3_4_match_flag,S1_1_3_4_asn,S1_1_3_4_RA,S1_1_3_4_DEC,S2_1_3_4_ID,S2_1_3_4_S2_1_3_S2_F1_RA,S2_1_3_4_S2_1_3_S2_F1_DEC,S2_1_3_4_S2_1_3_S2_F1_MAG2_1,S2_1_3_4_S2_1_3_S2_F1_ERR2_1,S2_1_3_4_S2_1_3_S2_F3_ID,S2_1_3_4_S2_1_3_S2_F3_RA,S2_1_3_4_S2_1_3_S2_F3_DEC,S2_1_3_4_S2_1_3_S2_F3_MAG2_3,S2_1_3_4_S2_1_3_S2_F3_ERR2_3,S2_1_3_4_S2_1_3_Separation_S2_F3_S2_F1,S2_1_3_4_S2_1_3_Separation_max,S2_1_3_4_S2_1_3_ncat,S2_1_3_4_S2_1_3_dist_bayesfactor,S2_1_3_4_S2_1_3_dist_post,S2_1_3_4_S2_1_3_p_single,S2_1_3_4_S2_1_3_p_any,S2_1_3_4_S2_1_3_p_i,S2_1_3_4_S2_1_3_match_flag,S2_1_3_4_S2_1_3_asn,S2_1_3_4_S2_1_3_RA,S2_1_3_4_S2_1_3_DEC,S2_1_3_4_S2_F4_ID,S2_1_3_4_S2_F4_RA,S2_1_3_4_S2_F4_DEC,S2_1_3_4_S2_F4_MAG2_4,S2_1_3_4_S2_F4_ERR2_4,S2_1_3_4_Separation_S2_F4_S2_1_3,S2_1_3_4_Separation_max,S2_1_3_4_ncat,S2_1_3_4_dist_bayesfactor,S2_1_3_4_dist_post,S2_1_3_4_p_single,S2_1_3_4_p_any,S2_1_3_4_p_i,S2_1_3_4_match_flag,S2_1_3_4_asn,S2_1_3_4_RA,S2_1_3_4_DEC,Separation_S2_1_3_4_S1_1_3_4,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag
'1132',10.67271678,40.91032025,16.97750491,0.0302,'2850',10.67267478,40.91027839,16.99950491,0.0311,0.18911977,0.18911977,2,12.240522,0.98306406,0.98306406,0.98306406,1,1,2,10.67269578,40.91029932,'4589',10.67264664,40.91030667,17.01050491,0.0239,0.13628596,0.13628596,2,12.427187,0.9890411,0.9890411,0.9890411,1,1,3,10.6726794,40.91030177,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1137',10.67368094,40.91224721,17.08050491,0.0502,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67368094,40.91224721,'4595',10.67364277,40.91223301,16.73950491,0.0444,0.115744784,0.115744784,2,12.483396,0.99035865,0.99035865,0.99035865,1,1,2,10.673661855,40.91224011,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1138',10.67509874,40.91287695,18.57150491,0.1383,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67509874,40.91287695,'11380',10.67507185,40.91283091,18.38950491,0.0949,0.18117061,0.18117061,2,12.272481,0.98442453,0.98442453,0.98442453,1,1,2,10.675085295,40.91285393,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1140',10.68013008,40.91264987,15.89350491,0.0215,'1105',10.68008346,40.91262775,15.89150491,0.0234,0.14975864,0.14975864,2,12.385345,0.9878079,0.9878079,0.9878079,1,1,2,10.68010677,40.91263881,'3804',10.68006352,40.91265028,15.65050491,0.0233,0.124698915,0.124698915,2,12.46002,0.9898309,0.9898309,0.9898309,1,1,3,10.6800923533333,40.9126426333333,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1143',10.68090541,40.91534676,17.01650491,0.043,'11344',10.6808871,40.91530836,18.69150491,0.1715,0.14694034,0.14694034,2,12.3944235,0.98805714,0.98805714,0.98805714,1,1,2,10.680896255,40.91532756,'3015',10.68091504,40.9152963,17.08050491,0.0589,0.1235958,0.1235958,2,12.462994,0.98989964,0.98989964,0.98989964,1,1,3,10.6809025166667,40.91531714,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1144',10.68280909,40.91499408,16.06950491,0.0319,'2969',10.68275161,40.91496651,16.22650491,0.0289,0.18521097,0.18521097,2,12.256409,0.9836624,0.9836624,0.9836624,1,1,2,10.68278035,40.914980295,'7044',10.68273595,40.91499035,16.07150491,0.0307,0.12609558,0.12609558,2,12.456217,0.9897424,0.9897424,0.9897424,1,1,3,10.68276555,40.9149836466667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1147',10.68833395,40.91598281,16.40950491,0.0253,'3788',10.68830792,40.91595418,16.45950491,0.0239,0.12504964,0.12504964,2,12.459069,0.98969185,0.98969185,0.98969185,1,1,2,10.688320935,40.915968495,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.688320935,40.915968495,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1150',10.68948819,40.91663876,16.58150491,0.0234,'5272',10.68945221,40.91659711,16.64950491,0.03,0.17905982,0.17905982,2,12.280737,0.9845387,0.9845387,0.9845387,1,1,2,10.6894702,40.916617935,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.6894702,40.916617935,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1161',10.69888205,40.88596973,16.89050491,0.0619,'7288',10.69883173,40.88595683,16.59850491,0.0499,0.14461298,0.14461298,2,12.401792,0.9882557,0.9882557,0.9882557,1,1,2,10.69885689,40.88596328,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.69885689,40.88596328,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.9982338,0,0
'1161',10.69888205,40.88596973,16.89050491,0.0619,'7288',10.69883173,40.88595683,16.59850491,0.0499,0.14461298,0.14461298,2,12.401792,0.9882557,0.9882557,0.9882557,1,1,2,10.69885689,40.88596328,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.69885689,40.88596328,'1018',10.69885133,40.88594447,16.85155224,0.0631,'6356',10.69885784,40.88592179,16.98355224,0.06,0.08354832,0.08354832,2,12.553062,0.9910556,0.9910556,0.9910556,1,1,2,10.698854585,40.88593313,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.698854585,40.88593313,0.108721144,0.108721144,2,12.500513,0.9982338,0.9982338,0.9982338,1,1
'1164',10.7179464,40.8883761,17.96350491,0.0665,'1309',10.71788995,40.88836323,17.61550491,0.0603,0.16046591,0.16046591,2,12.34928,0.9867662,0.9867662,0.9867662,1,1,2,10.717918175,40.888369665,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.717918175,40.888369665,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1165',10.71578442,40.88932465,16.27850491,0.0198,'1308',10.71574946,40.88929671,16.22550491,0.0197,0.1384541,0.1384541,2,12.42072,0.9887509,0.9887509,0.9887509,1,1,2,10.71576694,40.88931068,'6118',10.71569737,40.88931851,16.49750491,0.0276,0.19142239,0.19142239,2,12.2310095,0.9828905,0.9828905,0.9828905,1,1,3,10.71574375,40.88931329,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1172',10.7714865,40.78105542,17.76950491,0.0428,'6577',10.7714478,40.78107791,18.19650491,0.0728,0.13298227,0.13298227,2,12.436846,0.9891565,0.9891565,0.9891565,1,1,2,10.77146715,40.781066665,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.77146715,40.781066665,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1182',10.71896137,40.85328686,16.29050491,0.0377,'1322',10.71894838,40.85326834,16.33650491,0.0347,0.07547391,0.07547391,2,12.567003,0.99194187,0.99194187,0.99194187,1,1,2,10.718954875,40.8532776,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.718954875,40.8532776,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1184',10.72706554,40.84810427,16.24250491,0.0154,'242',10.72701863,40.84807474,16.16850491,0.0204,0.16619368,0.16619368,2,12.328966,0.98614126,0.98614126,0.98614126,1,1,2,10.727042085,40.848089505,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.727042085,40.848089505,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1185',10.72644958,40.84893121,18.14350491,0.0591,'3207',10.7264522,40.84891315,18.04150491,0.0501,0.0654063,0.0654063,2,12.582402,0.9922204,0.9922204,0.9922204,1,1,2,10.72645089,40.84892218,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.72645089,40.84892218,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1191',10.6790376,40.898142,16.50450491,0.0333,'5855',10.67899789,40.89811545,16.65050491,0.0365,0.14426301,0.14426301,2,12.402889,0.98828495,0.98828495,0.98828495,1,1,2,10.679017745,40.898128725,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.679017745,40.898128725,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.99837726,0,0
'1191',10.6790376,40.898142,16.50450491,0.0333,'5855',10.67899789,40.89811545,16.65050491,0.0365,0.14426301,0.14426301,2,12.402889,0.98828495,0.98828495,0.98828495,1,1,2,10.679017745,40.898128725,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.679017745,40.898128725,'3806',10.67906906,40.89812273,16.95755224,0.041,'6302',10.6790308,40.89811945,16.87355224,0.0398,0.10477867,0.10477867,2,12.509652,0.99012464,0.99012464,0.99012464,1,1,2,10.67904993,40.89812109,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.67904993,40.89812109,0.091792,0.091792,2,12.537369,0.99837726,0.99837726,0.99837726,1,1
'1192',10.68178479,40.89953971,17.68250491,0.0915,'7947',10.68176911,40.89957995,17.54350491,0.0565,0.15101664,0.15101664,2,12.381237,0.9876935,0.9876935,0.9876935,1,1,2,10.68177695,40.89955983,'8308',10.68175141,40.89959903,17.59950491,0.0604,0.15730429,0.15730429,2,12.3601885,0.9872364,0.9872364,0.9872364,1,1,3,10.6817684366667,40.8995728966667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1197',10.75559147,40.79830194,16.29050491,0.0204,'4923',10.75557298,40.79827766,16.29950491,0.0262,0.10089253,0.10089253,2,12.51833,0.9909948,0.9909948,0.9909948,1,1,2,10.755582225,40.7982898,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.755582225,40.7982898,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1199',10.75393382,40.80209677,16.44850491,0.0258,'1524',10.753876,40.80210699,16.46550491,0.0252,0.16180357,0.16180357,2,12.344601,0.9866247,0.9866247,0.9866247,1,1,2,10.75390491,40.80210188,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.75390491,40.80210188,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1206',10.78381161,40.76562384,18.66050491,0.049,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.78381161,40.76562384,'1527',10.78382515,40.76557071,18.38350491,0.0911,0.19479834,0.19479834,2,12.216852,0.98233366,0.98233366,0.98233366,1,1,2,10.78381838,40.765597275,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1207',10.75784724,40.80036741,17.08150491,0.0273,'3430',10.75779889,40.80037225,17.20750491,0.0242,0.1329089,0.1329089,2,12.4370575,0.98916173,0.98916173,0.98916173,1,1,2,10.757823065,40.80036983,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.757823065,40.80036983,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1214',10.76234781,40.79449538,18.79850491,0.065,'3454',10.76229973,40.7945322,18.83950491,0.0914,0.18638906,0.18638906,2,12.251656,0.9834856,0.9834856,0.9834856,1,1,2,10.76232377,40.79451379,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.76232377,40.79451379,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1217',10.7584763,40.80563289,18.36850491,0.0702,'5346',10.75842271,40.80563831,17.88750491,0.0844,0.14732791,0.14732791,2,12.393186,0.98802346,0.98802346,0.98802346,1,1,2,10.758449505,40.8056356,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.758449505,40.8056356,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1221',10.76074578,40.8033623,18.77150491,0.1051,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.76074578,40.8033623,'1463',10.76067812,40.80334767,19.12050491,0.1227,0.19175144,0.19175144,2,12.22964,0.98283744,0.98283744,0.98283744,1,1,2,10.76071195,40.803354985,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1230',10.76216823,40.80622795,17.95750491,0.0475,'5359',10.76216493,40.80619368,17.93550491,0.0651,0.12369928,0.12369928,2,12.462716,0.98977715,0.98977715,0.98977715,1,1,2,10.76216658,40.806210815,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.76216658,40.806210815,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1234',10.75120003,40.80860714,17.42950491,0.0438,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.75120003,40.80860714,'1341',10.75113906,40.80861518,17.73050491,0.0546,0.1686353,0.1686353,2,12.32009,0.9860191,0.9860191,0.9860191,1,1,2,10.751169545,40.80861116,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1243',10.76747039,40.79240452,18.08050491,0.0464,'3484',10.76740916,40.79240315,18.03350491,0.0693,0.16695486,0.16695486,2,12.326213,0.98605436,0.98605436,0.98605436,1,1,2,10.767439775,40.792403835,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.767439775,40.792403835,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1249',10.750979,40.81395985,18.14750491,0.0373,'4916',10.75091917,40.81397203,17.93650491,0.0362,0.16880757,0.16880757,2,12.319459,0.9858389,0.9858389,0.9858389,1,1,2,10.750949085,40.81396594,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.750949085,40.81396594,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1269',10.75644507,40.81467142,17.81150491,0.0394,'3877',10.75645256,40.81469593,17.82850491,0.0674,0.09056512,0.09056512,2,12.539798,0.9914254,0.9914254,0.9914254,1,1,2,10.756448815,40.814683675,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.756448815,40.814683675,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1275',10.74915984,40.82089943,18.36150491,0.0362,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.74915984,40.82089943,'4924',10.74912489,40.82093642,18.63150491,0.0527,0.16370267,0.16370267,2,12.337889,0.9865729,0.9865729,0.9865729,1,1,2,10.749142365,40.820917925,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1276',10.76860227,40.79596202,18.46450491,0.0516,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.76860227,40.79596202,'3444',10.76857409,40.79597221,18.39850491,0.068,0.0851117,0.0851117,2,12.5501995,0.99172187,0.99172187,0.99172187,1,1,2,10.76858818,40.795967115,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1279',10.77131134,40.79663016,18.76050491,0.0554,'1602',10.77130386,40.79665153,18.97650491,0.1053,0.07958704,0.07958704,2,12.560079,0.9918134,0.9918134,0.9918134,1,1,2,10.7713076,40.796640845,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.7713076,40.796640845,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1281',10.77622388,40.79863204,18.01050491,0.0354,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.77622388,40.79863204,'3527',10.77618594,40.79861229,18.29250491,0.0628,0.12548247,0.12548247,2,12.457891,0.9897815,0.9897815,0.9897815,1,1,2,10.77620491,40.798622165,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1284',10.75249058,40.81750698,17.03750491,0.0253,'1930',10.75248316,40.81748876,17.05950491,0.0406,0.06863656,0.06863656,2,12.577702,0.9921364,0.9921364,0.9921364,1,1,2,10.75248687,40.81749787,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.75248687,40.81749787,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1295',10.72840351,40.85871345,17.22150491,0.0545,'1879',10.72835013,40.8586825,17.26650491,0.0607,0.18313539,0.18313539,2,12.264709,0.98396677,0.98396677,0.98396677,1,1,2,10.72837682,40.858697975,'4827',10.72831774,40.85867376,17.19250491,0.051,0.1829636,0.1829636,2,12.265392,0.9841722,0.9841722,0.9841722,1,1,3,10.7283571266667,40.8586899033333,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1296',10.72830318,40.85935018,18.16650491,0.1142,'11574',10.72828768,40.85936862,17.87650491,0.068,0.07866313,0.07866313,2,12.5616665,0.99184304,0.99184304,0.99184304,1,1,2,10.72829543,40.8593594,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.72829543,40.8593594,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1305',10.77025924,40.80134403,17.39850491,0.0259,'6754',10.77023906,40.8013069,17.24350491,0.1309,0.14453848,0.14453848,2,12.402025,0.9882619,0.9882619,0.9882619,1,1,2,10.77024915,40.801325465,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.77024915,40.801325465,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'1308',10.76890346,40.8031601,17.47250491,0.061,'6753',10.76884906,40.80314205,17.32550491,0.0629,0.16185905,0.16185905,2,12.344405,0.9866188,0.9866188,0.9866188,1,1,2,10.76887626,40.803151075,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.76887626,40.803151075,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
