S1_1_3_4_ID,S1_1_3_4_S1_1_3_S1_F1_RA,S1_1_3_4_S1_1_3_S1_F1_DEC,S1_1_3_4_S1_1_3_S1_F1_MAG1_1,S1_1_3_4_S1_1_3_S1_F1_ERR1_1,S1_1_3_4_S1_1_3_S1_F3_ID,S1_1_3_4_S1_1_3_S1_F3_RA,S1_1_3_4_S1_1_3_S1_F3_DEC,S1_1_3_4_S1_1_3_S1_F3_MAG1_3,S1_1_3_4_S1_1_3_S1_F3_ERR1_3,S1_1_3_4_S1_1_3_Separation_S1_F3_S1_F1,S1_1_3_4_S1_1_3_Separation_max,S1_1_3_4_S1_1_3_ncat,S1_1_3_4_S1_1_3_dist_bayesfactor,S1_1_3_4_S1_1_3_dist_post,S1_1_3_4_S1_1_3_p_single,S1_1_3_4_S1_1_3_p_any,S1_1_3_4_S1_1_3_p_i,S1_1_3_4_S1_1_3_match_flag,S1_1_3_4_S1_1_3_asn,S1_1_3_4_S1_1_3_RA,S1_1_3_4_S1_1_3_DEC,S1_1_3_4_S1_F4_ID,S1_1_3_4_S1_F4_RA,S1_1_3_4_S1_F4_DEC,S1_1_3_4_S1_F4_MAG1_4,S1_1_3_4_S1_F4_ERR1_4,S1_1_3_4_Separation_S1_F4_S1_1_3,S1_1_3_4_Separation_max,S1_1_3_4_ncat,S1_1_3_4_dist_bayesfactor,S1_1_3_4_dist_post,S1_1_3_4_p_single,S1_1_3_4_p_any,S1_1_3_4_p_i,S1_1_3_4_match_flag,S1_1_3_4_asn,S1_1_3_4_RA,S1_1_3_4_DEC,S2_1_3_4_ID,S2_1_3_4_S2_1_3_S2_F1_RA,S2_1_3_4_S2_1_3_S2_F1_DEC,S2_1_3_4_S2_1_3_S2_F1_MAG2_1,S2_1_3_4_S2_1_3_S2_F1_ERR2_1,S2_1_3_4_S2_1_3_S2_F3_ID,S2_1_3_4_S2_1_3_S2_F3_RA,S2_1_3_4_S2_1_3_S2_F3_DEC,S2_1_3_4_S2_1_3_S2_F3_MAG2_3,S2_1_3_4_S2_1_3_S2_F3_ERR2_3,S2_1_3_4_S2_1_3_Separation_S2_F3_S2_F1,S2_1_3_4_S2_1_3_Separation_max,S2_1_3_4_S2_1_3_ncat,S2_1_3_4_S2_1_3_dist_bayesfactor,S2_1_3_4_S2_1_3_dist_post,S2_1_3_4_S2_1_3_p_single,S2_1_3_4_S2_1_3_p_any,S2_1_3_4_S2_1_3_p_i,S2_1_3_4_S2_1_3_match_flag,S2_1_3_4_S2_1_3_asn,S2_1_3_4_S2_1_3_RA,S2_1_3_4_S2_1_3_DEC,S2_1_3_4_S2_F4_ID,S2_1_3_4_S2_F4_RA,S2_1_3_4_S2_F4_DEC,S2_1_3_4_S2_F4_MAG2_4,S2_1_3_4_S2_F4_ERR2_4,S2_1_3_4_Separation_S2_F4_S2_1_3,S2_1_3_4_Separation_max,S2_1_3_4_ncat,S2_1_3_4_dist_bayesfactor,S2_1_3_4_dist_post,S2_1_3_4_p_single,S2_1_3_4_p_any,S2_1_3_4_p_i,S2_1_3_4_match_flag,S2_1_3_4_asn,S2_1_3_4_RA,S2_1_3_4_DEC,Separation_S2_1_3_4_S1_1_3_4,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag
'3572',10.71544363,40.8166378,17.33050491,0.0643,'7733',10.71541004,40.81660656,17.54450491,0.0971,0.1449942,0.1449942,2,12.400593,0.98822355,0.98822355,0.98822355,1,1,2,10.715426835,40.81662218,'11160',10.71547476,40.81665751,17.47050491,0.0609,0.18227927,0.18227927,2,12.268106,0.98426926,0.98426926,0.98426926,1,1,3,10.71544281,40.8166339566667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3575',10.65191419,40.90255747,17.08850491,0.0678,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.65191419,40.90255747,'4485',10.65186137,40.90252825,16.93850491,0.0749,0.17810455,0.17810455,2,12.284441,0.98484117,0.98484117,0.98484117,1,1,2,10.65188778,40.90254286,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3578',10.77900861,40.73543613,18.55850491,0.0728,'3465',10.77897251,40.73546169,18.70650491,0.0669,0.13477466,0.13477466,2,12.431635,0.989027,0.989027,0.989027,1,1,2,10.77899056,40.73544891,'3300',10.77894303,40.73545983,18.87450491,0.0611,0.13548261,0.13548261,2,12.429558,0.9891001,0.9891001,0.9891001,1,1,3,10.7789747166667,40.73545255,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3587',10.77575308,40.74681808,18.22550491,0.0672,'1543',10.77574346,40.74680753,18.23250491,0.082,0.046161387,0.046161387,2,12.605715,0.992624,0.992624,0.992624,1,1,2,10.77574827,40.746812805,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.77574827,40.746812805,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3593',10.73363623,40.80817139,16.89150491,0.0307,'3198',10.73359246,40.80814515,16.89850491,0.0338,0.15214454,0.15214454,2,12.377524,0.9875891,0.9875891,0.9875891,1,1,2,10.733614345,40.80815827,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.733614345,40.80815827,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3595',10.74645244,40.78935827,18.59150491,0.0643,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.74645244,40.78935827,'1288',10.74641341,40.78932222,18.79850491,0.099,0.16780868,0.16780868,2,12.32311,0.9861146,0.9861146,0.9861146,1,1,2,10.746432925,40.789340245,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3597',10.7402079,40.79866065,17.94050491,0.0504,'249',10.74017539,40.79865146,17.81850491,0.0546,0.09457305,0.09457305,2,12.531741,0.99126625,0.99126625,0.99126625,1,1,2,10.740191645,40.798656055,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.740191645,40.798656055,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3599',10.75878411,40.77776453,16.54850491,0.04,'3860',10.75874335,40.7777571,16.56850491,0.038,0.114289716,0.114289716,2,12.48703,0.9903284,0.9903284,0.9903284,1,1,2,10.75876373,40.777760815,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.75876373,40.777760815,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3606',10.7784506,40.75803615,16.98350491,0.039,'274',10.77844798,40.75806607,17.15350491,0.0477,0.10794868,0.10794868,2,12.502331,0.9906601,0.9906601,0.9906601,1,1,2,10.77844929,40.75805111,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.77844929,40.75805111,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3607',10.74537923,40.80563593,16.47150491,0.0309,'3304',10.74531298,40.80564263,16.46950491,0.0249,0.18213217,0.18213217,2,12.268688,0.98411065,0.98411065,0.98411065,1,1,2,10.745346105,40.80563928,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.745346105,40.80563928,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3613',10.708753,40.85974883,17.52550491,0.0735,'3056',10.70871317,40.859727,17.87850491,0.1066,0.13392784,0.13392784,2,12.434105,0.9890886,0.9890886,0.9890886,1,1,2,10.708733085,40.859737915,'7589',10.7086746,40.85971749,17.44150491,0.0742,0.1753957,0.1753957,2,12.294838,0.98519444,0.98519444,0.98519444,1,1,3,10.70871359,40.8597311066667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3617',10.67961525,40.89897954,16.06650491,0.0426,'7712',10.67960655,40.89894929,16.15250491,0.0557,0.111443505,0.111443505,2,12.494005,0.990481,0.990481,0.990481,1,1,2,10.6796109,40.898964415,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.6796109,40.898964415,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3623',10.71587794,40.85311545,16.86150491,0.0511,'5293',10.71584688,40.85308825,17.07850491,0.0496,0.12938893,0.12938893,2,12.447082,0.9894064,0.9894064,0.9894064,1,1,2,10.71586241,40.85310185,'7730',10.71579978,40.85309233,17.22250491,0.0498,0.17395112,0.17395112,2,12.300318,0.9853774,0.9853774,0.9853774,1,1,3,10.7158415333333,40.8530986766667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0.99863636,0,0
'3623',10.71587794,40.85311545,16.86150491,0.0511,'5293',10.71584688,40.85308825,17.07850491,0.0496,0.12938893,0.12938893,2,12.447082,0.9894064,0.9894064,0.9894064,1,1,2,10.71586241,40.85310185,'7730',10.71579978,40.85309233,17.22250491,0.0498,0.17395112,0.17395112,2,12.300318,0.9853774,0.9853774,0.9853774,1,1,3,10.7158415333333,40.8530986766667,'2378',10.71587142,40.85310556,17.38855224,0.079,'3696',10.71581628,40.85311271,17.54555224,0.0934,0.15233661,0.15233661,2,12.376889,0.9866407,0.9866407,0.9866407,1,1,2,10.71584385,40.853109135,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.71584385,40.853109135,0.03817482,0.03817482,2,12.613028,0.99863636,0.99863636,0.99863636,1,1
'3625',10.71585528,40.8554469,17.68350491,0.0495,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.71585528,40.8554469,'7599',10.71583384,40.85542648,17.79750491,0.0596,0.09387295,0.09387295,2,12.533174,0.99139374,0.99139374,0.99139374,1,1,2,10.71584456,40.85543669,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3627',10.7214266,40.85575179,16.07350491,0.0302,'5302',10.72138149,40.85572117,16.03850491,0.0296,0.16504008,0.16504008,2,12.333115,0.9862712,0.9862712,0.9862712,1,1,2,10.721404045,40.85573648,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.721404045,40.85573648,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3628',10.72314552,40.86254841,17.07250491,0.0495,'4754',10.7230842,40.86256337,17.08550491,0.0432,0.17542225,0.17542225,2,12.294737,0.9850218,0.9850218,0.9850218,1,1,2,10.72311486,40.86255589,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.72311486,40.86255589,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3630',10.72373317,40.86004147,16.07750491,0.0283,'4752',10.72368351,40.86000129,16.13250491,0.0214,0.19800206,0.19800206,2,12.20319,0.9815718,0.9815718,0.9815718,1,1,2,10.72370834,40.86002138,'3160',10.72365031,40.86001871,16.22850491,0.0185,0.15829135,0.15829135,2,12.356807,0.9871379,0.9871379,0.9871379,1,1,3,10.7236889966667,40.86002049,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3636',10.76554637,40.78943302,17.07650491,0.0428,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.76554637,40.78943302,'6722',10.76552218,40.78941536,17.05950491,0.0564,0.09159161,0.09159161,2,12.537767,0.99148357,0.99148357,0.99148357,1,1,2,10.765534275,40.78942419,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3638',10.72139043,40.84965011,17.97350491,0.0773,'7051',10.72135094,40.84961013,17.95950491,0.0869,0.17966487,0.17966487,2,12.27838,0.9844559,0.9844559,0.9844559,1,1,2,10.721370685,40.84963012,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.721370685,40.84963012,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3654',10.75999038,40.80769432,17.16350491,0.0445,'3469',10.75997504,40.8077177,17.21150491,0.0549,0.09397577,0.09397577,2,12.532964,0.9912906,0.9912906,0.9912906,1,1,2,10.75998271,40.80770601,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.75998271,40.80770601,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3657',10.6904254,40.9022756,16.27050491,0.0251,'1193',10.69041767,40.90224844,16.44350491,0.0298,0.100012705,0.100012705,2,12.520249,0.99103415,0.99103415,0.99103415,1,1,2,10.690421535,40.90226202,'4730',10.69037114,40.90225979,16.25850491,0.0322,0.13735856,0.13735856,2,12.424001,0.9889613,0.9889613,0.9889613,1,1,3,10.6904047366667,40.9022612766667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3665',10.74796132,40.83343025,17.14550491,0.0558,'4941',10.74800962,40.83343302,17.19750491,0.0454,0.13193737,0.13193737,2,12.439851,0.98923045,0.98923045,0.98923045,1,1,2,10.74798547,40.833431635,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.74798547,40.833431635,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3676',10.73118069,40.8624742,18.66150491,0.1409,'4877',10.73115275,40.86246837,18.61350491,0.0955,0.078912124,0.078912124,2,12.56124,0.9918351,0.9918351,0.9918351,1,1,2,10.73116672,40.862471285,'1416',10.7311258,40.86244112,18.28550491,0.0764,0.15557867,0.15557867,2,12.366051,0.98740536,0.98740536,0.98740536,1,1,3,10.73115308,40.86246123,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3683',10.75210935,40.83953906,18.80150491,0.0962,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.75210935,40.83953906,'3451',10.75204521,40.83955812,18.65250491,0.1257,0.18768165,0.18768165,2,12.246407,0.98347664,0.98347664,0.98347664,1,1,2,10.75207728,40.83954859,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3688',10.75288757,40.83739044,17.24250491,0.0502,'1548',10.75291705,40.83734927,17.24550491,0.0503,0.16856389,0.16856389,2,12.320352,0.98586756,0.98586756,0.98586756,1,1,2,10.75290231,40.837369855,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.75290231,40.837369855,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3689',10.74537845,40.86009376,16.02750491,0.0207,'6114',10.74533394,40.86007093,16.05450491,0.0334,0.14642882,0.14642882,2,12.396053,0.9881013,0.9881013,0.9881013,1,1,2,10.745356195,40.860082345,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.745356195,40.860082345,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3709',10.73512839,40.88415731,17.08450491,0.0462,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.73512839,40.88415731,'3283',10.73507617,40.88415491,17.31750491,0.0608,0.1423908,0.1423908,2,12.408716,0.98857033,0.98857033,0.98857033,1,1,2,10.73510228,40.88415611,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3714',10.71470823,40.9085136,17.33750491,0.0563,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.71470823,40.9085136,'6137',10.71468584,40.90851943,17.25150491,0.046,0.06443115,0.06443115,2,12.583777,0.99233305,0.99233305,0.99233305,1,1,2,10.714697035,40.908516515,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3729',10.71733306,40.91415028,17.89850491,0.0767,'7092',10.71731956,40.91418154,17.82850491,0.0531,0.11837734,0.11837734,2,12.476704,0.99009794,0.99009794,0.99009794,1,1,2,10.71732631,40.91416591,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.71732631,40.91416591,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3732',10.72150073,40.90916136,16.98550491,0.0427,'5332',10.72150724,40.90910812,16.98250491,0.0234,0.19248064,0.19248064,2,12.226598,0.9825219,0.9825219,0.9825219,1,1,2,10.721503985,40.90913474,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.721503985,40.90913474,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3775',10.61446061,40.8230444,17.68850491,0.0889,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61446061,40.8230444,'2052',10.61440113,40.82303524,17.37950491,0.0515,0.16535896,0.16535896,2,12.331971,0.98639125,0.98639125,0.98639125,1,1,2,10.61443087,40.82303982,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3794',10.70713644,40.71145489,17.24850491,0.0502,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.70713644,40.71145489,'2529',10.70716644,40.71146747,17.36450491,0.0335,0.09355632,0.09355632,2,12.533818,0.99140644,0.99140644,0.99140644,1,1,2,10.70715144,40.71146118,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3795',10.68328195,40.74406752,17.97850491,0.0709,'2536',10.6833015,40.74403131,17.70250491,0.0292,0.14084013,0.14084013,2,12.413485,0.9885641,0.9885641,0.9885641,1,1,2,10.683291725,40.744049415,'2408',10.68324408,40.74402943,17.64050491,0.0312,0.14853758,0.14853758,2,12.389299,0.98805404,0.98805404,0.98805404,1,1,3,10.6832758433333,40.7440427533333,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3798',10.67150571,40.76728456,17.09250491,0.0382,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67150571,40.76728456,'6841',10.67154165,40.76729638,17.25850491,0.0395,0.10683149,0.10683149,2,12.504935,0.9908209,0.9908209,0.9908209,1,1,2,10.67152368,40.76729047,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3802',10.70073069,40.72265159,17.91750491,0.0441,'882',10.70078524,40.72262138,18.16050491,0.0616,0.18433332,0.18433332,2,12.259931,0.98379225,0.98379225,0.98379225,1,1,2,10.700757965,40.722636485,'2503',10.70070496,40.72260199,18.18650491,0.0667,0.19061771,0.19061771,2,12.234346,0.9830193,0.9830193,0.9830193,1,1,3,10.7007402966667,40.7226249866667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3805',10.60889734,40.84587022,16.19450491,0.044,'6181',10.6088711,40.84585411,16.22850491,0.0266,0.09203247,0.09203247,2,12.536889,0.9913683,0.9913683,0.9913683,1,1,2,10.60888422,40.845862165,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,2,10.60888422,40.845862165,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3809',10.70700231,40.71641243,17.58550491,0.0535,'2715',10.70699463,40.71635871,17.57950491,0.0458,0.19452405,0.19452405,2,12.218012,0.9821791,0.9821791,0.9821791,1,1,2,10.70699847,40.71638557,'2540',10.70696234,40.71638973,17.59550491,0.0423,0.09971577,0.09971577,2,12.520893,0.9911491,0.9911491,0.9911491,1,1,3,10.7069864266667,40.7163869566667,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'3820',10.61960619,40.83732497,17.20350491,0.0414,'4064',10.61956777,40.83730678,17.46150491,0.0534,0.12344323,0.12344323,2,12.463404,0.9897931,0.9897931,0.9897931,1,1,2,10.61958698,40.837315875,'6254',10.6195749,40.83732192,17.41550491,0.0468,0.039447505,0.039447505,2,12.611955,0.99281126,0.99281126,0.99281126,1,1,3,10.6195829533333,40.83731789,'-99',-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,'-99',-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
