S1_F1_ID S1_F1_RA S1_F1_DEC S1_F1_MAG1_1 S1_F1_ERR1_1 S1_F3_ID S1_F3_RA S1_F3_DEC S1_F3_MAG1_3 S1_F3_ERR1_3 Separation_S1_F3_S1_F1 Separation_max ncat dist_bayesfactor dist_post p_single p_any p_i match_flag 
'1', 10.60573757, 40.8624973, 17.52850491, 0.0556, '-99', -99.0, -99.0, -99.0, -99.0, nan, 0.0, 1, 0.0, 1.0, 1.0, 0.94459933, 0.0, 0 
'1', 10.60573757, 40.8624973, 17.52850491, 0.0556, '1646', 10.60563612, 40.86244107, 17.95750491, 0.0519, 0.3424452, 0.3424452, 2, 11.708483, 0.94459933, 0.94459933, 0.94459933, 1.0, 1 
'3', 10.62889238, 40.81041431, 17.55350491, 0.0682, '-99', -99.0, -99.0, -99.0, -99.0, nan, 0.0, 1, 0.0, 1.0, 1.0, 0.0, 0.0, 1 
'4', 10.63474437, 40.80952701, 17.83750491, 0.0578, '-99', -99.0, -99.0, -99.0, -99.0, nan, 0.0, 1, 0.0, 1.0, 1.0, 0.9714614, 0.0, 0 
'4', 10.63474437, 40.80952701, 17.83750491, 0.0578, '2198', 10.63477422, 40.80952861, 17.47950491, 0.0543, 0.081538714, 0.081538714, 2, 12.008744, 0.9714614, 0.9714614, 0.9714614, 1.0, 1 
'5', 10.67779713, 40.76106935, 16.57750491, 0.037, '-99', -99.0, -99.0, -99.0, -99.0, nan, 0.0, 1, 0.0, 1.0, 1.0, 0.97081727, 0.0, 0 
'5', 10.67779713, 40.76106935, 16.57750491, 0.037, '788', 10.67780252, 40.76104142, 16.52350491, 0.031, 0.101616494, 0.101616494, 2, 11.998762, 0.97081727, 0.97081727, 0.97081727, 1.0, 1 
'7', 10.62339488, 40.83901281, 15.82750491, 0.0193, '-99', -99.0, -99.0, -99.0, -99.0, nan, 0.0, 1, 0.0, 1.0, 1.0, 0.0, 0.0, 1 
'8', 10.5987445, 40.87681039, 16.89650491, 0.0446, '-99', -99.0, -99.0, -99.0, -99.0, nan, 0.0, 1, 0.0, 1.0, 1.0, 0.96768904, 0.0, 0 
'8', 10.5987445, 40.87681039, 16.89650491, 0.0446, '373', 10.59869237, 40.87683363, 16.93250491, 0.048, 0.1647272, 0.1647272, 2, 11.953136, 0.96768904, 0.96768904, 0.96768904, 1.0, 1 
'10', 10.69322223, 40.78643351, 15.94250491, 0.0218, '-99', -99.0, -99.0, -99.0, -99.0, nan, 0.0, 1, 0.0, 1.0, 1.0, 0.9665939, 0.0, 0 
'10', 10.69322223, 40.78643351, 15.94250491, 0.0218, '2692', 10.6931649, 40.78640831, 15.97650491, 0.0273, 0.1806914, 0.1806914, 2, 11.938169, 0.9665939, 0.9665939, 0.9665939, 1.0, 1 
