S1_1_3_ID,S1_1_3_S1_F1_RA,S1_1_3_S1_F1_DEC,S1_1_3_S1_F1_MAG1_1,S1_1_3_S1_F1_ERR1_1,S1_1_3_S1_F3_ID,S1_1_3_S1_F3_RA,S1_1_3_S1_F3_DEC,S1_1_3_S1_F3_MAG1_3,S1_1_3_S1_F3_ERR1_3,S1_1_3_Separation_S1_F3_S1_F1,S1_1_3_Separation_max,S1_1_3_ncat,S1_1_3_dist_bayesfactor,S1_1_3_dist_post,S1_1_3_p_single,S1_1_3_p_any,S1_1_3_p_i,S1_1_3_match_flag,S1_1_3_asn,S1_1_3_RA,S1_1_3_DEC,S1_F4_ID,S1_F4_RA,S1_F4_DEC,S1_F4_MAG1_4,S1_F4_ERR1_4,Separation_S1_F4_S1_1_3,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag
'2029',10.66359512,40.7602189,17.93150491,0.0865,'6281',10.66362744,40.7602224,17.45550491,0.0624,0.0890268,0.0890268,2,12.542797,0.9914839,0.9914839,0.9914839,1,1,2,10.66361128,40.76022065,'5127',10.66364112,40.76026694,17.46850491,0.0541,0.1854481,0.1854481,2,12.255455,0.9838118,0.9838118,0.9838118,1,1
'2030',10.59987031,40.84841403,17.61150491,0.0769,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.59987031,40.84841403,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2031',10.59861015,40.84631519,17.84150491,0.0721,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.59861015,40.84631519,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.98184997,0,0
'2031',10.59861015,40.84631519,17.84150491,0.0721,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.59861015,40.84631519,'3975',10.59865239,40.84627056,17.97650491,0.0578,0.19760168,0.19760168,2,12.204909,0.98184997,0.98184997,0.98184997,1,1
'2032',10.601129,40.8488935,16.77950491,0.0571,'7132',10.6010678,40.84891795,16.97450491,0.0661,0.18847407,0.18847407,2,12.24317,0.9831652,0.9831652,0.9831652,1,1,2,10.6010984,40.848905725,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2036',10.60918613,40.8443118,16.77750491,0.0473,'5447',10.60917362,40.84428773,16.47250491,0.031,0.09310899,0.09310899,2,12.534724,0.99132556,0.99132556,0.99132556,1,1,2,10.609179875,40.844299765,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2037',10.62346885,40.81158658,16.39550491,0.0353,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.62346885,40.81158658,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9884832,0,0
'2037',10.62346885,40.81158658,16.39550491,0.0353,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.62346885,40.81158658,'428',10.62341673,40.81158092,16.53550491,0.0401,0.14346604,0.14346604,2,12.405378,0.9884832,0.9884832,0.9884832,1,1
'2038',10.70389682,40.70505238,18.76950491,0.1013,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.70389682,40.70505238,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2039',10.70351635,40.7059003,18.20050491,0.067,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.70351635,40.7059003,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2041',10.63257773,40.80197356,16.64650491,0.0392,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63257773,40.80197356,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2042',10.63405132,40.80253562,18.53850491,0.1264,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63405132,40.80253562,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2043',10.63295255,40.80330995,17.78150491,0.0718,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63295255,40.80330995,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2044',10.63430023,40.80376856,18.14550491,0.0932,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63430023,40.80376856,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2045',10.63553102,40.80244965,17.82250491,0.0707,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63553102,40.80244965,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2046',10.67640814,40.74270204,18.61450491,0.0823,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67640814,40.74270204,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9852374,0,0
'2046',10.67640814,40.74270204,18.61450491,0.0823,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67640814,40.74270204,'4203',10.67636801,40.74266409,18.42850491,0.0621,0.17505893,0.17505893,2,12.29612,0.9852374,0.9852374,0.9852374,1,1
'2047',10.66047908,40.76399857,18.13050491,0.1108,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.66047908,40.76399857,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2048',10.66194515,40.76464509,18.82750491,0.1336,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.66194515,40.76464509,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2050',10.69805,40.71415028,17.29750491,0.0495,'3686',10.69807767,40.71417683,17.04550491,0.0335,0.12180424,0.12180424,2,12.467768,0.98989415,0.98989415,0.98989415,1,1,2,10.698063835,40.714163555,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.98908675,0,0
'2050',10.69805,40.71415028,17.29750491,0.0495,'3686',10.69807767,40.71417683,17.04550491,0.0335,0.12180424,0.12180424,2,12.467768,0.98989415,0.98989415,0.98989415,1,1,2,10.698063835,40.714163555,'787',10.69802678,40.71418868,16.97750491,0.0292,0.1356645,0.1356645,2,12.429022,0.98908675,0.98908675,0.98908675,1,1
'2051',10.68554387,40.73198618,18.24650491,0.0786,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.68554387,40.73198618,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2052',10.59538708,40.8528484,17.43850491,0.0858,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.59538708,40.8528484,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2053',10.58057244,40.8720153,17.29450491,0.0693,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.58057244,40.8720153,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2054',10.58158538,40.87176489,18.25750491,0.1072,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.58158538,40.87176489,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2055',10.70744787,40.70297383,18.33950491,0.0719,'2642',10.70743674,40.70292156,18.16850491,0.0564,0.19060792,0.19060792,2,12.234387,0.98282725,0.98282725,0.98282725,1,1,2,10.707442305,40.702947695,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2056',10.67666643,40.74409833,19.13950491,0.0888,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67666643,40.74409833,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2057',10.6797799,40.74013855,18.53150491,0.1634,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.6797799,40.74013855,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2058',10.62428179,40.81435425,18.43050491,0.1153,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.62428179,40.81435425,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2059',10.62562954,40.81564744,17.69250491,0.0874,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.62562954,40.81564744,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9907684,0,0
'2059',10.62562954,40.81564744,17.69250491,0.0874,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.62562954,40.81564744,'5097',10.6255931,40.8156357,17.70050491,0.0704,0.1079037,0.1079037,2,12.502436,0.9907684,0.9907684,0.9907684,1,1
'2060',10.68593266,40.73489303,17.27050491,0.0481,'793',10.68592384,40.73485148,17.43050491,0.0488,0.15150262,0.15150262,2,12.379641,0.9876487,0.9876487,0.9876487,1,1,2,10.68592825,40.734872255,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2062',10.63181847,40.80936379,18.10550491,0.1172,'8795',10.63181591,40.8093606,18.38350491,0.1251,0.013436503,0.013436503,2,12.62689,0.99297255,0.99297255,0.99297255,1,1,2,10.63181719,40.809362195,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2063',10.63344779,40.80919281,17.19450491,0.0589,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63344779,40.80919281,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2064',10.68188001,40.74197464,17.98750491,0.0641,'2513',10.68191602,40.74193037,17.74450491,0.0472,0.18720716,0.18720716,2,12.248338,0.98336107,0.98336107,0.98336107,1,1,2,10.681898015,40.741952505,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9928739,0,0
'2064',10.68188001,40.74197464,17.98750491,0.0641,'2513',10.68191602,40.74193037,17.74450491,0.0472,0.18720716,0.18720716,2,12.248338,0.98336107,0.98336107,0.98336107,1,1,2,10.681898015,40.741952505,'2382',10.68188917,40.74194558,17.77650491,0.0563,0.034692004,0.034692004,2,12.615783,0.9928739,0.9928739,0.9928739,1,1
'2065',10.68133382,40.74288232,18.38250491,0.1001,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.68133382,40.74288232,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2066',10.70800581,40.70585354,17.64650491,0.0655,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.70800581,40.70585354,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2067',10.67755074,40.74684109,17.58750491,0.0611,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67755074,40.74684109,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2068',10.67834619,40.74727038,17.89150491,0.0584,'9030',10.67829111,40.74727324,17.91350491,0.0464,0.15057462,0.15057462,2,12.382685,0.9877339,0.9877339,0.9877339,1,1,2,10.67831865,40.74727181,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2070',10.67803431,40.7484567,18.03750491,0.072,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67803431,40.7484567,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2071',10.67060316,40.75613477,17.65350491,0.0626,'2433',10.67060117,40.75611253,17.52250491,0.0381,0.0802477,0.0802477,2,12.558932,0.99179196,0.99179196,0.99179196,1,1,2,10.670602165,40.75612365,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2072',10.60885213,40.84031523,17.23450491,0.0663,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.60885213,40.84031523,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2073',10.60860776,40.84198248,16.51950491,0.0397,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.60860776,40.84198248,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2074',10.60959357,40.84103149,18.02450491,0.0793,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.60959357,40.84103149,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2075',10.6891961,40.73267988,17.46550491,0.0593,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.6891961,40.73267988,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.99028534,0,0
'2075',10.6891961,40.73267988,17.46550491,0.0593,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.6891961,40.73267988,'6860',10.68922042,40.73270667,17.18850491,0.0286,0.11705946,0.11705946,2,12.480073,0.99028534,0.99028534,0.99028534,1,1
'2076',10.66410648,40.76640058,18.56250491,0.1331,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.66410648,40.76640058,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2077',10.61469335,40.83239495,17.51350491,0.0731,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61469335,40.83239495,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2079',10.61753753,40.83005095,17.71150491,0.0826,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61753753,40.83005095,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2080',10.61860767,40.82879504,17.12050491,0.0468,'4004',10.61857321,40.82877703,16.93750491,0.0426,0.11408376,0.11408376,2,12.48754,0.99033964,0.99033964,0.99033964,1,1,2,10.61859044,40.828786035,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9846413,0,0
'2080',10.61860767,40.82879504,17.12050491,0.0468,'4004',10.61857321,40.82877703,16.93750491,0.0426,0.11408376,0.11408376,2,12.48754,0.99033964,0.99033964,0.99033964,1,1,2,10.61859044,40.828786035,'398',10.61852827,40.82876943,17.05150491,0.0356,0.17959177,0.17959177,2,12.278666,0.9846413,0.9846413,0.9846413,1,1
'2081',10.58436744,40.87518578,18.99350491,0.169,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.58436744,40.87518578,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2082',10.6214161,40.82838661,16.43450491,0.0385,'6208',10.62136881,40.8283844,16.66750491,0.0516,0.12906419,0.12906419,2,12.447993,0.9894284,0.9894284,0.9894284,1,1,2,10.621392455,40.828385505,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2083',10.62273729,40.82851898,17.66350491,0.0787,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.62273729,40.82851898,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2084',10.60170218,40.86209846,16.58350491,0.041,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.60170218,40.86209846,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.98834795,0,0
'2084',10.60170218,40.86209846,16.58350491,0.041,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.60170218,40.86209846,'3601',10.60168475,40.86206037,16.47650491,0.0477,0.14510345,0.14510345,2,12.400249,0.98834795,0.98834795,0.98834795,1,1
'2085',10.6053692,40.86032523,16.58050491,0.0406,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.6053692,40.86032523,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2088',10.61091243,40.8637745,16.90250491,0.057,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61091243,40.8637745,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2089',10.70955851,40.70884227,18.04150491,0.0662,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.70955851,40.70884227,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2090',10.70664234,40.71502638,18.96150491,0.0824,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.70664234,40.71502638,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2092',10.687785,40.73826094,17.97450491,0.0783,'3683',10.68776621,40.73825936,17.93250491,0.0393,0.051568426,0.051568426,2,12.5999775,0.99252665,0.99252665,0.99252665,1,1,2,10.687775605,40.73826015,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9929449,0,0
'2092',10.687785,40.73826094,17.97450491,0.0783,'3683',10.68776621,40.73825936,17.93250491,0.0393,0.051568426,0.051568426,2,12.5999775,0.99252665,0.99252665,0.99252665,1,1,2,10.687775605,40.73826015,'784',10.68776571,40.7382625,18.01950491,0.0398,0.02828554,0.02828554,2,12.620164,0.9929449,0.9929449,0.9929449,1,1
'2093',10.61768274,40.83341048,17.63250491,0.0583,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61768274,40.83341048,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2094',10.61990206,40.83397654,16.05350491,0.032,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61990206,40.83397654,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2095',10.61975327,40.83509852,18.26750491,0.0739,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61975327,40.83509852,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.99114627,0,0
'2095',10.61975327,40.83509852,18.26750491,0.0739,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61975327,40.83509852,'4065',10.61974717,40.83512585,17.96350491,0.0683,0.099781014,0.099781014,2,12.520752,0.99114627,0.99114627,0.99114627,1,1
'2096',10.62100509,40.83420887,17.27550491,0.0493,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.62100509,40.83420887,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2097',10.62063081,40.83508028,18.12050491,0.1041,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.62063081,40.83508028,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2098',10.6933199,40.73137438,18.21650491,0.0628,'5174',10.69335634,40.73138808,18.02450491,0.0446,0.11097053,0.11097053,2,12.495148,0.99050575,0.99050575,0.99050575,1,1,2,10.69333812,40.73138123,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2099',10.66119711,40.77725096,18.16050491,0.0949,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.66119711,40.77725096,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2100',10.66351015,40.77633206,17.64350491,0.0793,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.66351015,40.77633206,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2103',10.71527638,40.70357488,18.70850491,0.1047,'9132',10.71531861,40.70357176,18.16350491,0.0617,0.11579748,0.11579748,2,12.483263,0.9902449,0.9902449,0.9902449,1,1,2,10.715297495,40.70357332,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2104',10.71493791,40.7051852,17.19350491,0.0453,'2750',10.71490458,40.70515927,17.05850491,0.0281,0.13033634,0.13033634,2,12.44441,0.98934174,0.98934174,0.98934174,1,1,2,10.714921245,40.705172235,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9855553,0,0
'2104',10.71493791,40.7051852,17.19350491,0.0453,'2750',10.71490458,40.70515927,17.05850491,0.0281,0.13033634,0.13033634,2,12.44441,0.98934174,0.98934174,0.98934174,1,1,2,10.714921245,40.705172235,'866',10.71486762,40.70514686,17.14450491,0.0229,0.17251702,0.17251702,2,12.305712,0.9855553,0.9855553,0.9855553,1,1
'2105',10.71560985,40.70469138,18.42150491,0.0898,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.71560985,40.70469138,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2106',10.68017662,40.74994407,17.19150491,0.0481,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.68017662,40.74994407,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2107',10.61428555,40.84343706,17.58150491,0.0645,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61428555,40.84343706,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2108',10.61555469,40.84419349,16.99750491,0.0698,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61555469,40.84419349,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2111',10.5953219,40.86542756,16.90350491,0.053,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.5953219,40.86542756,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2112',10.70693748,40.72011292,17.87950491,0.0723,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.70693748,40.72011292,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2113',10.69801621,40.728525,16.41550491,0.0479,'4399',10.69799509,40.72848459,16.35450491,0.0322,0.15647069,0.15647069,2,12.363029,0.9871733,0.9871733,0.9871733,1,1,2,10.69800565,40.728504795,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2114',10.64873719,40.80012033,17.27850491,0.0657,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.64873719,40.80012033,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2115',10.68735987,40.74326761,18.24050491,0.0677,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.68735987,40.74326761,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2116',10.68839547,40.74322901,18.01750491,0.0649,'2571',10.68834467,40.74319831,17.94250491,0.0426,0.17723681,0.17723681,2,12.287789,0.98478395,0.98478395,0.98478395,1,1,2,10.68837007,40.74321366,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2117',10.69005079,40.745331,18.18150491,0.0705,'2573',10.69007971,40.74532002,18.23250491,0.0658,0.08822736,0.08822736,2,12.544335,0.9915138,0.9915138,0.9915138,1,1,2,10.69006525,40.74532551,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9885229,0,0
'2117',10.69005079,40.745331,18.18150491,0.0705,'2573',10.69007971,40.74532002,18.23250491,0.0658,0.08822736,0.08822736,2,12.544335,0.9915138,0.9915138,0.9915138,1,1,2,10.69006525,40.74532551,'801',10.69002918,40.74529669,18.29850491,0.0929,0.14297818,0.14297818,2,12.406896,0.9885229,0.9885229,0.9885229,1,1
'2118',10.67180472,40.76903127,17.35250491,0.0423,'5674',10.67182296,40.76898019,17.15850491,0.0348,0.19049388,0.19049388,2,12.234859,0.98284554,0.98284554,0.98284554,1,1,2,10.67181384,40.76900573,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2119',10.67269326,40.76955918,16.67250491,0.0402,'6882',10.67267571,40.76953263,16.55250491,0.028,0.10688803,0.10688803,2,12.504805,0.9907126,0.9907126,0.9907126,1,1,2,10.672684485,40.769545905,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2120',10.67625345,40.77017339,17.87150491,0.0431,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67625345,40.77017339,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2121',10.67116388,40.77768285,18.62050491,0.0756,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.67116388,40.77768285,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2122',10.7235319,40.69744537,17.89150491,0.0804,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.7235319,40.69744537,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2123',10.72340622,40.69638071,19.02950491,0.1086,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.72340622,40.69638071,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2124',10.61415943,40.84625947,15.23350491,0.0318,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61415943,40.84625947,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2125',10.61414308,40.84997367,16.92350491,0.0351,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61414308,40.84997367,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2126',10.61659295,40.8498659,15.38150491,0.019,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.61659295,40.8498659,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2127',10.7193002,40.70185536,18.63850491,0.1052,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.7193002,40.70185536,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2128',10.72134008,40.70262627,18.34150491,0.0624,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.72134008,40.70262627,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2130',10.68264396,40.75199005,17.93850491,0.0923,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.68264396,40.75199005,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2131',10.63896912,40.81114439,18.37250491,0.0915,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.63896912,40.81114439,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2132',10.69574647,40.73570656,17.32350491,0.0635,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.69574647,40.73570656,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0.9907165,0,0
'2132',10.69574647,40.73570656,17.32350491,0.0635,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.69574647,40.73570656,'4327',10.69570871,40.7356967,17.32450491,0.0622,0.10894714,0.10894714,2,12.499979,0.9907165,0.9907165,0.9907165,1,1
'2134',10.58802977,40.88047135,16.87450491,0.0635,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.58802977,40.88047135,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2135',10.66550393,40.77765267,17.92350491,0.0792,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.66550393,40.77765267,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2136',10.71961602,40.70840992,18.02150491,0.0609,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.71961602,40.70840992,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2137',10.71959615,40.70690752,18.64150491,0.1269,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.71959615,40.70690752,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2138',10.60176074,40.86447364,16.87250491,0.0424,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.60176074,40.86447364,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2139',10.60279077,40.86430928,16.43850491,0.0251,'7137',10.6027754,40.86431109,16.50650491,0.044,0.042349726,0.042349726,2,12.609378,0.9926855,0.9926855,0.9926855,1,1,2,10.602783085,40.864310185,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
'2140',10.68840973,40.74783723,18.62750491,0.0825,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1,1,10.68840973,40.74783723,'-99',-99,-99,-99,-99,nan,0,1,0,1,1,0,0,1
