ID,RA,Dec,total_associations,ID_36_1,RA_36_1,Dec_36_1,mag_36_1,mag_err_36_1,ID_36_3,RA_36_3,Dec_36_3,mag_36_3,mag_err_36_3,sep_36_1_3,p_any_36_1_3,p_i_36_1_3,ID_36_4,RA_36_4,Dec_36_4,mag_36_4,mag_err_36_4,sep_36_1&3_4,p_any_36_1&3_4,p_i_36_1&3_4,36_associations,ID_45_1,RA_45_1,Dec_45_1,mag_45_1,mag_err_45_1,ID_45_3,RA_45_3,Dec_45_3,mag_45_3,mag_err_45_3,sep_45_1_3,p_any_45_1_3,p_i_45_1_3,ID_45_4,RA_45_4,Dec_45_4,mag_45_4,mag_err_45_4,sep_45_1&3_4,p_any_45_1&3_4,p_i_45_1&3_4,45_associations,sep_mean_36_mean_45,p_any_36_45,p_i_36_45
358,10.6904018,40.9022601,6,3657,10.6904254,40.9022756,16.27050491,0.0251,1193,10.69041767,40.90224844,16.44350491,0.0298,0.100012705,0.9708745,1,4730,10.69037114,40.90225979,16.25850491,0.0322,0.13735856,0.969608,1,3,3892,10.69046593,40.9022537,16.25755224,0.0317,4978,10.69039863,40.9022766,16.41855224,0.0401,0.20082328,0.96245325,1,3669,10.690332,40.90224645,16.48655224,0.0438,0.28104177,0.95259756,1,3,0.01812324,0.9737026,1
359,10.69684949,40.8984963,6,3662,10.69686129,40.89855076,17.54750491,0.0479,1188,10.69683895,40.89846961,17.53950491,0.0447,0.29839775,0.9531397,1,3823,10.6967857,40.89849074,17.70550491,0.0563,0.18875587,0.9663643,1,3,5778,10.69695314,40.89849932,18.27055224,0.1161,7622,10.69696679,40.89842507,18.67955224,0.2442,0.26986834,0.9543828,1,12061,10.69669106,40.89854228,18.31655224,0.0895,0.7864758,0.4081232,1,3,0.12533683,0.9711257,1
360,10.71163851,40.90111823,5,3700,10.7117181,40.90106593,16.49250491,0.0294,9999,9999,9999,9999,9999,9999,0,0,4862,10.71159321,40.90108764,16.44650491,0.0347,0.34870082,0.9437833,1,2,5834,10.71171487,40.90115403,16.32055224,0.0524,2383,10.71161856,40.90115403,16.39155224,0.0391,0.26206192,0.9561303,0.9851725,2436,10.71153069,40.90117095,16.52455224,0.0444,0.37510604,0.931806,1,3,0.31262696,0.95270234,1
361,10.73811646,40.87852289,5,3716,10.73815291,40.87854038,17.16650491,0.0456,269,10.73812853,40.87842206,17.02850491,0.0456,0.43109038,0.9174054,1,10966,10.73807509,40.87848406,17.52250491,0.0689,0.1789344,0.9670903,1,3,9627,10.73820988,40.87855024,18.02355224,0.1246,9999,9999,9999,9999,9999,9999,0,0,12123,10.73801828,40.878577,17.54755224,0.0844,0.5303494,0.85020775,1,2,0.2935185,0.9558594,1
362,10.59295708,40.86623953,5,3783,10.59304577,40.86621853,17.60850491,0.0987,9999,9999,9999,9999,9999,9999,0,0,5409,10.59289957,40.86615166,17.72850491,0.1369,0.46516135,0.9027613,1,2,8521,10.59302749,40.86634124,17.90955224,0.0971,4326,10.59283568,40.86627118,17.66655224,0.0867,0.579914,0.8012435,1,11679,10.59296127,40.8662695,17.95255224,0.0757,0.15490793,0.9659142,1,3,0.40105426,0.9314009,1
363,10.61582653,40.83137525,5,3792,10.61594208,40.83140125,16.70750491,0.048,85,10.61582509,40.83134985,17.13450491,0.055,0.368496,0.9382206,1,3961,10.61581193,40.83131056,16.80950491,0.0476,0.3046878,0.95259297,1,3,8518,10.61580869,40.83137914,17.39255224,0.0794,1112,10.61577804,40.83141407,17.86155224,0.0593,0.15093936,0.9662215,1,9999,9999,9999,9999,9999,9999,0,0,2,0.23727374,0.9630956,1
364,10.60884803,40.84588979,5,3805,10.60889734,40.84587022,16.19450491,0.044,6181,10.6088711,40.84585411,16.22850491,0.0266,0.09203247,0.97114414,1,9999,9999,9999,9999,9999,9999,0,0,2,4113,10.60885591,40.84592736,16.66155224,0.0652,1105,10.60880553,40.84589088,16.51355224,0.0509,0.18992312,0.96340346,1,2997,10.60877405,40.84593403,16.59055224,0.0516,0.17849168,0.9806245,0.53305507,3,0.28006628,0.95785004,1
365,10.59459635,40.86788892,5,3814,10.59471749,40.86791321,18.08850491,0.1013,7626,10.59460445,40.86773941,17.33650491,0.0908,0.69726545,0.6295948,1,9999,9999,9999,9999,9999,9999,0,0,2,3187,10.59457175,40.86781235,17.88955224,0.0707,9633,10.5945192,40.8680612,18.09255224,0.0911,0.907211,0.1613811,1,11684,10.59450421,40.86798104,18.29455224,0.1029,0.1949714,0.96290904,1,3,0.5718614,0.82775223,1
366,10.6114859,40.85162258,4,3828,10.6115126,40.85170838,17.29450491,0.0548,2104,10.61149159,40.85154523,16.97550491,0.049,0.59011984,0.8010053,1,9999,9999,9999,9999,9999,9999,0,0,2,427,10.61150004,40.85163472,17.79855224,0.0893,5227,10.61143938,40.851602,17.47255224,0.0767,0.20287852,0.9622654,1,9999,9999,9999,9999,9999,9999,0,0,2,0.093279764,0.97232896,1
367,10.59905345,40.87071423,4,3842,10.59908214,40.87074824,16.77850491,0.0463,2071,10.5989984,40.87071661,16.92050491,0.0523,0.25482002,0.95942825,1,9999,9999,9999,9999,9999,9999,0,0,2,4138,10.59913456,40.87065497,17.11055224,0.0711,9999,9999,9999,9999,9999,9999,0,0,1597,10.59899869,40.8707371,17.27655224,0.0569,0.4735269,0.8901974,0.9999892,2,0.14936358,0.96994627,1
368,10.61121489,40.85695444,6,3855,10.61125367,40.85696623,16.82850491,0.0291,370,10.61127117,40.85695754,16.84950491,0.0374,0.057001635,0.9720446,1,4022,10.61116978,40.85690751,16.81550491,0.0411,0.31928858,0.9499543,1,3,3239,10.61126662,40.85697563,17.18955224,0.0399,3002,10.61116533,40.8569503,17.09455224,0.0428,0.29048073,0.9511361,0.9999727,1642,10.61116277,40.85696942,17.15655224,0.0533,0.14672075,0.9664187,1,3,0.11887942,0.97140086,1
369,10.61085453,40.85780067,6,3856,10.6109435,40.85778975,17.00850491,0.0331,3983,10.61089334,40.85781124,17.19650491,0.0362,0.15696561,0.96817344,1,4021,10.61084268,40.85774612,16.88350491,0.0486,0.28433615,0.955864,1,3,1765,10.61086327,40.85783308,17.05455224,0.0505,1636,10.61080659,40.85780089,17.14155224,0.0392,0.1929934,0.9631435,1,1641,10.61077779,40.85782294,16.95855224,0.0432,0.15705125,0.9657763,1,3,0.24829043,0.96188873,1
370,10.61226831,40.85742936,6,3857,10.61231251,40.85744771,17.16350491,0.0443,3984,10.61228595,40.85743828,17.13750491,0.0354,0.07988982,0.97263557,0.9592939,7182,10.61226364,40.85739264,16.91450491,0.0363,0.20555376,0.96499246,1,3,3240,10.61234566,40.85746599,17.25755224,0.0526,1637,10.61221327,40.85739508,17.40755224,0.0529,0.44171,0.9069152,1,1643,10.61218882,40.85743643,17.34155224,0.0588,0.24772099,0.95732933,1,3,0.106226474,0.9718913,1
371,10.64412569,40.81392289,5,3859,10.64419667,40.81392539,15.96450491,0.0293,124,10.64413234,40.81388189,15.87950491,0.027,0.23504174,0.9617209,1,4180,10.64410236,40.81389297,15.53650491,0.0219,0.17362338,0.9674607,1,3,8637,10.64411297,40.81394039,17.93455224,0.1147,9371,10.6441022,40.81395102,17.64055224,0.0885,0.04822357,0.97015464,1,9999,9999,9999,9999,9999,9999,0,0,2,0.19158514,0.96720976,1
372,10.6337031,40.83165201,4,3877,10.63373631,40.83162841,16.41350491,0.035,7459,10.63368566,40.8316242,16.33850491,0.0422,0.13879468,0.9691923,1,9999,9999,9999,9999,9999,9999,0,0,2,1777,10.63374635,40.83168353,17.00155224,0.0652,9999,9999,9999,9999,9999,9999,0,0,2610,10.63364408,40.83167189,16.93855224,0.0654,0.2817054,0.95266086,0.9962702,2,0.18997802,0.96742135,0.99714375
373,10.59887051,40.87934361,5,3885,10.59897406,40.87933031,16.32950491,0.0487,9999,9999,9999,9999,9999,9999,0,0,7752,10.59881255,40.87932209,16.05350491,0.0338,0.44061258,0.91429657,1,2,486,10.59890239,40.87940399,16.62555224,0.0419,1584,10.59886585,40.87933403,16.64755224,0.0427,0.2707832,0.954248,1,4382,10.59877493,40.87934507,16.48555224,0.0529,0.30945024,0.9476322,1,3,0.17639573,0.9682998,0.99999774
374,10.5938991,40.88639264,5,3886,10.59396127,40.88637688,17.98150491,0.0873,5037,10.59389636,40.88642539,17.26950491,0.0381,0.2484087,0.960206,1,6246,10.59393979,40.88637067,17.37550491,0.0458,0.11366881,0.97068435,1,3,5382,10.59387604,40.88641059,17.78255224,0.0613,9999,9999,9999,9999,9999,9999,0,0,4371,10.59385542,40.88637802,17.69255224,0.0839,0.12999035,0.9673452,1,2,0.18204476,0.967909,1
375,10.60260223,40.88096406,5,3894,10.6025425,40.88096989,17.86450491,0.1044,8718,10.60279016,40.88116426,18.04550491,0.0989,0.9716106,0.08858212,1,5471,10.60256496,40.88098748,17.52350491,0.0564,0.3977876,0.93032324,1,3,5911,10.60240857,40.88080914,18.10655224,0.096,2988,10.60273525,40.88096601,18.68655224,0.0992,1.0533553,0.031105425,1,9999,9999,9999,9999,9999,9999,0,0,2,0.57488143,0.8246442,1
376,10.60358077,40.88289939,4,3895,10.60363852,40.88287429,16.30450491,0.0354,4018,10.60362825,40.88288296,16.31850491,0.04,0.041899156,0.97229713,1,9999,9999,9999,9999,9999,9999,0,0,2,4181,10.60358522,40.88294379,16.78055224,0.0458,1624,10.6034711,40.88289652,16.69555224,0.0492,0.35417008,0.93773,1,9999,9999,9999,9999,9999,9999,0,0,2,0.32307422,0.95079637,1
377,10.60628747,40.88416999,5,3896,10.60632502,40.88415394,16.39950491,0.0332,1660,10.60633414,40.88413151,16.35750491,0.0282,0.08447708,0.9713768,1,5498,10.6062504,40.88413525,16.47250491,0.0357,0.21717979,0.9639398,1,3,567,10.60634501,40.88421334,16.73955224,0.037,9999,9999,9999,9999,9999,9999,0,0,3058,10.6061985,40.88418614,16.91455224,0.0562,0.41060627,0.9450601,0.66726327,2,0.23067388,0.9637755,1
378,10.63279044,40.83758591,6,3904,10.63283908,40.83763054,16.98950491,0.0327,2226,10.63281353,40.8375496,17.07450491,0.0297,0.29957846,0.9529422,1,5568,10.6327791,40.83755087,17.04050491,0.0341,0.19090559,0.96619815,1,3,4635,10.63283234,40.83760578,17.33955224,0.0386,3107,10.63273304,40.83759644,17.55655224,0.0504,0.27253935,0.95398694,1,4476,10.63274555,40.83758224,17.68655224,0.0507,0.1218494,0.9677475,1,3,0.12703492,0.97105056,1
379,10.63905653,40.83219191,5,3909,10.63910751,40.83220324,17.55050491,0.0637,5589,10.63903493,40.83215355,17.92450491,0.0695,0.26661566,0.9579052,1,7358,10.63895463,40.83220489,17.56050491,0.0375,0.33158937,0.94752103,1,3,8702,10.63910562,40.83221622,17.78055224,0.1052,9999,9999,9999,9999,9999,9999,0,0,9814,10.63905578,40.83217697,18.02855224,0.1171,0.19594821,0.9628237,1,2,0.13593084,0.97063667,1
380,10.65973632,40.80758899,4,3910,10.6598266,40.80752732,17.07850491,0.0523,754,10.65974163,40.80754637,17.01850491,0.0586,0.24147564,0.9610092,1,9999,9999,9999,9999,9999,9999,0,0,2,9729,10.65970859,40.80770046,17.99455224,0.103,9999,9999,9999,9999,9999,9999,0,0,9907,10.65966846,40.80758179,18.10255224,0.1024,0.44098446,0.90710187,1,2,0.45692012,0.90960646,1
381,10.65889765,40.82109832,4,3916,10.65889697,40.82108136,16.76750491,0.0551,9999,9999,9999,9999,9999,9999,0,0,6354,10.65873856,40.8210396,16.87350491,0.0456,0.45699474,0.9068158,0.999996,2,9746,10.65880779,40.82107025,18.42855224,0.1332,8697,10.65914728,40.82120208,18.35455224,0.1643,1.0395346,0.03704085,1,9999,9999,9999,9999,9999,9999,0,0,2,0.51350987,0.877139,1
382,10.65500633,40.82192235,6,3917,10.65504604,40.82193749,17.07050491,0.0455,5655,10.65499586,40.82193672,17.31350491,0.0524,0.13673253,0.9692982,1,5668,10.65492709,40.82191428,17.24450491,0.0512,0.2685795,0.95810497,1,3,1303,10.65498941,40.82191507,18.05555224,0.0885,2650,10.65500063,40.82189099,17.74655224,0.0706,0.09191908,0.9690263,1,11010,10.65507894,40.82193954,18.39055224,0.119,0.26371068,0.955192,1,3,0.104372665,0.97195786,1
383,10.65729854,40.82263349,5,3918,10.65736082,40.82262191,16.87250491,0.0389,5150,10.65728025,40.82258602,17.02950491,0.0365,0.25469768,0.9594434,1,4252,10.6572813,40.8226073,17.15550491,0.0361,0.10755827,0.97092384,1,3,9744,10.65731077,40.82267476,18.47755224,0.0692,8695,10.65726847,40.82264903,17.98255224,0.068,0.14784873,0.9664094,1,9999,9999,9999,9999,9999,9999,0,0,2,0.21023846,0.96569103,1
384,10.63463892,40.84643472,6,3923,10.63462452,40.84646445,17.31350491,0.0614,7351,10.63463631,40.84645037,17.86350491,0.082,0.06000132,0.9719849,1,2213,10.63458156,40.84644065,17.48550491,0.0657,0.1460875,0.969149,1,3,8772,10.63478389,40.84640108,18.33855224,0.1194,9353,10.63463671,40.84642455,18.37355224,0.1113,0.4096205,0.9203623,1,11769,10.63457055,40.8464272,18.22655224,0.0801,0.3840849,0.9290485,1,3,0.18277213,0.9678574,1
385,10.63711039,40.84254375,5,3936,10.63718651,40.84256997,15.95950491,0.0381,9999,9999,9999,9999,9999,9999,0,0,7873,10.63708532,40.84252712,15.92750491,0.0348,0.31582096,0.95060456,1,2,4186,10.63715653,40.84254174,16.42155224,0.0376,1815,10.63708592,40.84252107,16.42455224,0.0271,0.20619678,0.96195614,1,3154,10.63701214,40.84255406,16.46755224,0.0256,0.30807748,0.9478945,1,3,0.14325665,0.97027016,1
386,10.61601932,40.86869192,6,3938,10.61606144,40.86871869,17.69750491,0.0572,2237,10.61609829,40.86871052,17.64850491,0.0639,0.10454164,0.97071034,1,2236,10.61592497,40.86873699,17.67050491,0.0734,0.42931098,0.9189905,1,3,8683,10.61603876,40.86864567,18.05055224,0.0542,3051,10.61604859,40.8686737,18.13355224,0.0919,0.104396194,0.9685635,1,4449,10.61594387,40.86866593,18.15855224,0.0799,0.2726338,0.9538942,1,3,0.22243863,0.964581,1
387,10.61601399,40.86957383,5,3939,10.61608743,40.86956387,16.24750491,0.0455,9999,9999,9999,9999,9999,9999,0,0,2,10.61600804,40.86953025,16.22050491,0.0332,0.24770734,0.9607265,1,2,1875,10.61602462,40.86960895,16.34155224,0.0345,3052,10.6159943,40.86958363,16.34155224,0.039,0.12297022,0.96774983,1,2600,10.61592182,40.86960922,16.48255224,0.0476,0.24308272,0.9743029,0.6002071,3,0.26628023,0.9597101,1
388,10.64173724,40.83927232,5,3947,10.64182365,40.83928163,17.38950491,0.0331,9999,9999,9999,9999,9999,9999,0,0,2340,10.6417167,40.83926154,17.28750491,0.0388,0.3001302,0.95336497,1,2,1910,10.64176451,40.83926962,17.54855224,0.057,3199,10.64175097,40.83927704,17.58855224,0.0763,0.04553519,0.97020024,1,4540,10.64159741,40.83927249,17.41655224,0.0462,0.43668032,0.9090724,1,3,0.1795017,0.968087,1
389,10.61351511,40.87252286,6,3950,10.61359756,40.87252375,16.79550491,0.0352,5472,10.61352758,40.8725061,16.77650491,0.0414,0.20081705,0.96500915,1,2217,10.61343001,40.8724779,16.95750491,0.0278,0.3846853,0.93436396,1,3,1858,10.61358142,40.87258028,17.12055224,0.0562,1682,10.61351096,40.87251488,16.94655224,0.0446,0.30368018,0.9488057,1,420,10.61344314,40.87253427,17.05155224,0.0653,0.28458574,0.9520286,1,3,0.14709844,0.9700684,1
390,10.63350206,40.85014551,4,3968,10.63363044,40.85009045,17.47750491,0.0727,9999,9999,9999,9999,9999,9999,0,0,7872,10.63352233,40.8500749,17.29250491,0.0609,0.29967213,0.95344126,1,2,3336,10.63352558,40.8501602,18.24755224,0.1015,10928,10.63332988,40.85025647,18.54555224,0.1194,0.63569653,0.7251739,1,9999,9999,9999,9999,9999,9999,0,0,2,0.6070517,0.7875952,1
391,10.630507,40.85686555,5,3973,10.63056003,40.85687444,15.83450491,0.0268,4176,10.63052684,40.85683099,15.87950491,0.0282,0.18064934,0.96659696,1,9999,9999,9999,9999,9999,9999,0,0,2,3334,10.63054043,40.85687387,15.93455224,0.0397,3134,10.63046338,40.85686827,15.99755224,0.0354,0.21076168,0.96151835,1,2636,10.63040786,40.85689302,15.96055224,0.0343,0.2679851,0.9545801,1,3,0.2189021,0.9649128,1
392,10.62525308,40.86864439,6,3994,10.62532962,40.86863904,15.86250491,0.0297,5558,10.62525527,40.86859571,16.04750491,0.0274,0.25554085,0.95933867,1,5556,10.62520247,40.86860447,16.24650491,0.0301,0.2493115,0.9605381,1,3,612,10.62529895,40.86868355,15.88755224,0.0371,2590,10.62524525,40.86867007,16.15155224,0.0292,0.15403476,0.9660284,1,1767,10.62518691,40.86867349,16.29655224,0.0308,0.23222569,0.9591882,1,3,0.23117383,0.9637251,1
393,10.62227185,40.87629952,5,3996,10.6223428,40.87628463,17.08550491,0.0403,6816,10.62228885,40.87624308,17.08050491,0.0398,0.20961973,0.96423864,1,4149,10.62222606,40.87626496,17.13650491,0.0402,0.24437708,0.9611111,1,3,643,10.62228161,40.87633903,17.82155224,0.0927,3103,10.62223397,40.8763306,17.83955224,0.1033,0.13318203,0.9672357,1,9999,9999,9999,9999,9999,9999,0,0,2,0.26540208,0.95982283,1
394,10.66855417,40.82388796,5,4001,10.66868488,40.82388107,16.78250491,0.0465,6909,10.66858548,40.82388125,16.84850491,0.057,0.2707864,0.95733666,1,4389,10.66852422,40.8238926,16.66150491,0.0287,0.30507004,0.9525272,0.9999985,3,2035,10.66851615,40.82389903,16.95655224,0.0781,9999,9999,9999,9999,9999,9999,0,0,3333,10.66850416,40.82388285,17.37755224,0.0696,0.066781074,0.9697135,1,2,0.2407941,0.9627199,1
395,10.67115177,40.82797951,6,4002,10.6712026,40.82798598,16.33850491,0.0414,6917,10.67116045,40.82794152,16.38850491,0.0305,0.19697995,0.9725236,0.786646,129,10.67111907,40.82796761,16.23650491,0.0342,0.1706961,0.96765846,1,3,729,10.67115433,40.82801047,16.68955224,0.0457,671,10.67110343,40.82797933,16.77155224,0.0578,0.1783032,0.9643347,1,10001,10.67117076,40.82799216,18.13655224,0.1513,0.11450813,0.9831128,0.5210302,3,0.11502399,0.971557,1
396,10.67248102,40.82846733,6,4003,10.67255962,40.82846814,16.50850491,0.0294,6918,10.67249614,40.82842565,16.76550491,0.046,0.23086675,0.96216595,1,7378,10.6724355,40.82843444,16.54550491,0.0458,0.25560784,0.959778,1,3,5516,10.67252289,40.82852251,17.03255224,0.0548,4070,10.67245916,40.82845607,16.93055224,0.0408,0.29554424,0.96740794,0.64371127,6152,10.67241283,40.82849715,17.00455224,0.0378,0.21487536,0.9610445,1,3,0.1974528,0.9667542,1
397,10.67321418,40.82896354,4,4004,10.67330042,40.82896481,17.35450491,0.0382,6919,10.67323835,40.82892813,17.53050491,0.05,0.21453236,0.9637936,0.99980783,9999,9999,9999,9999,9999,9999,0,0,2,1376,10.67318227,40.82907198,17.72655224,0.0803,6208,10.67313567,40.82888925,18.22155224,0.1089,0.66996336,0.6661099,1,9999,9999,9999,9999,9999,9999,0,0,2,0.32491878,0.9504457,1
398,10.6589175,40.83204601,5,4006,10.65892762,40.83200197,17.91750491,0.1036,2521,10.65894964,40.83198102,17.44150491,0.0606,0.09636247,0.9710009,1,5712,10.65888308,40.83204697,17.67350491,0.0713,0.25055748,0.96039027,1,3,11293,10.65894747,40.83217802,17.68655224,0.0854,2663,10.65888232,40.83198603,17.69355224,0.0902,0.7135823,0.5777303,1,9999,9999,9999,9999,9999,9999,0,0,2,0.25972724,0.96053493,1
399,10.61331848,40.88971584,5,4008,10.61340921,40.88969195,18.07950491,0.0685,9999,9999,9999,9999,9999,9999,0,0,8103,10.61324755,40.88971663,18.11250491,0.0722,0.44883868,0.9106447,1,2,11289,10.61340077,40.88970385,18.14355224,0.0928,8538,10.61328549,40.88971047,18.05955224,0.0861,0.3146379,0.9467093,1,5691,10.61323948,40.88976786,18.50855224,0.0883,0.35682175,0.9369328,1,3,0.09910218,0.97213995,1
400,10.65256959,40.83491574,6,4012,10.65263381,40.83491866,16.44150491,0.0333,3662,10.65261059,40.83488568,16.43650491,0.029,0.13452259,0.96940947,1,4226,10.65255268,40.83490853,16.29150491,0.0237,0.19073422,0.9662115,1,3,5930,10.65260082,40.8349501,16.77555224,0.0444,5354,10.65255485,40.83490819,16.70855224,0.0374,0.19606449,0.9628775,1,1868,10.65246478,40.83492328,16.77055224,0.0455,0.3086563,0.94778425,1,3,0.1803146,0.96803045,1
401,10.6514482,40.83650086,5,4013,10.65152247,40.83651022,16.78750491,0.0363,9999,9999,9999,9999,9999,9999,0,0,7678,10.6514435,40.83647384,16.55550491,0.0319,0.25182536,0.9602385,1,2,7102,10.65144931,40.83652229,17.06055224,0.0495,5355,10.65141876,40.83650605,17.16055224,0.0548,0.10169412,0.9686693,1,4599,10.6513722,40.8365007,16.81755224,0.0455,0.17526098,0.964504,1,3,0.19983472,0.9665636,1
402,10.64251754,40.8547479,5,4039,10.64256084,40.85478779,17.37250491,0.0726,9999,9999,9999,9999,9999,9999,0,0,10601,10.64249074,40.85463977,17.77650491,0.0538,0.5660273,0.82895166,1,2,4720,10.64252241,40.85485446,17.59655224,0.1149,5339,10.64256408,40.85473324,17.49455224,0.0825,0.4509015,0.902495,1,14,10.64244137,40.85475838,17.25855224,0.0693,0.3053773,0.9484035,1,3,0.24976383,0.9617202,1
403,10.63345087,40.86637267,6,4042,10.63350195,40.86635929,16.90650491,0.0289,7647,10.63344569,40.86631744,16.83650491,0.0281,0.21484432,0.96375763,1,5154,10.63342685,40.86633,16.94250491,0.0334,0.13137186,0.96990293,1,3,3416,10.63350118,40.86644465,16.87955224,0.0391,6074,10.63342695,40.86637696,16.94155224,0.0256,0.31657755,0.9463219,1,4526,10.6334026,40.86640767,16.75055224,0.0351,0.16771579,0.9650536,1,3,0.2699964,0.9592258,1
404,10.61405049,40.89437056,6,4048,10.61411506,40.89440298,16.79350491,0.0429,5096,10.61411236,40.89434484,16.85550491,0.0475,0.20943293,0.9642555,1,642,10.61402471,40.89437906,16.78850491,0.0455,0.24290462,0.96127844,1,3,1991,10.61408098,40.89439064,17.28855224,0.0593,3099,10.61403526,40.8943694,17.26255224,0.0504,0.14603624,0.96651727,1,2627,10.61393457,40.89433641,17.17555224,0.0814,0.37106568,0.93299365,1,3,0.18623272,0.9676082,1
405,10.61438028,40.8952528,5,4049,10.61443506,40.89523189,15.76450491,0.0342,9999,9999,9999,9999,9999,9999,0,0,6817,10.61433885,40.89523571,15.68350491,0.0295,0.26217416,0.9589496,1,2,5488,10.61443448,40.89529875,16.15755224,0.0404,3100,10.61434288,40.89526006,16.21455224,0.0397,0.2855426,0.95195454,1,505,10.61434348,40.89525658,16.03355224,0.0422,0.14792302,0.9663468,1,3,0.14152421,0.97035897,1
406,10.63062564,40.88000928,6,4053,10.63076106,40.88002141,16.67650491,0.0379,6847,10.63065613,40.87997679,16.68550491,0.0384,0.32768098,0.94774777,1,4222,10.63059036,40.87997687,16.62850491,0.0237,0.3316244,0.9475138,1,3,3464,10.63066611,40.8800408,17.10955224,0.0835,4512,10.63056871,40.88000944,17.07155224,0.064,0.2881495,0.9515252,1,3207,10.63051146,40.88003036,17.16955224,0.0888,0.289001,0.9513005,1,3,0.26875508,0.9593889,1
407,10.63246465,40.87996066,6,4054,10.63252268,40.87995504,15.71950491,0.0135,708,10.63247309,40.8799202,15.65850491,0.0225,0.18425657,0.9663303,1,124,10.63243445,40.87993769,15.49850491,0.0206,0.17266376,0.967526,1,3,1358,10.63251121,40.87999727,15.75055224,0.0263,1861,10.63245177,40.87996382,15.63655224,0.018,0.20168494,0.9623748,1,1255,10.6323947,40.87998994,15.44955224,0.0308,0.23864223,0.95844257,1,3,0.17831095,0.96816915,1
408,10.63024844,40.87393164,5,4071,10.63028095,40.87393083,16.39750491,0.0328,4226,10.63025919,40.87388692,16.47550491,0.0234,0.16880958,0.9674219,1,4221,10.63019105,40.87391687,16.14550491,0.0242,0.21702097,0.9639548,1,3,1362,10.63030111,40.87397113,16.34855224,0.0431,533,10.63020517,40.87393235,16.47055224,0.0403,0.2961355,0.95016223,1,9999,9999,9999,9999,9999,9999,0,0,2,0.14696947,0.9700753,1
409,10.64078271,40.86194015,5,4083,10.64081985,40.86194674,16.97350491,0.0499,9999,9999,9999,9999,9999,9999,0,0,6334,10.64068993,40.86191312,16.99750491,0.0371,0.37385854,0.93744254,1,2,694,10.64088777,40.86194506,17.29955224,0.0624,561,10.64078506,40.86193842,17.33055224,0.0549,0.2806619,0.95273834,1,1864,10.64075878,40.86196764,17.27655224,0.0748,0.23102336,0.96267337,0.91447157,3,0.168435,0.9688222,1
410,10.63878559,40.8688989,4,4085,10.63889433,40.8688862,16.32650491,0.0527,9999,9999,9999,9999,9999,9999,0,0,5675,10.6387778,40.86884252,16.22850491,0.0516,0.3540699,0.9425189,1,2,6266,10.63876016,40.8689612,16.59655224,0.0616,9999,9999,9999,9999,9999,9999,0,0,5721,10.63871006,40.86890567,16.36955224,0.0714,0.24200283,0.9580386,1,2,0.37063602,0.9402018,1
411,10.64359461,40.86060957,4,4095,10.64365169,40.86062066,17.17850491,0.0642,9999,9999,9999,9999,9999,9999,0,0,6336,10.64354248,40.86061278,17.00750491,0.0712,0.29869536,0.95360315,1,2,7479,10.64358715,40.86065292,17.52355224,0.0932,9999,9999,9999,9999,9999,9999,0,0,11012,10.64359712,40.8605519,17.81655224,0.1182,0.3646837,0.93480515,1,2,0.053249758,0.9732984,1
412,10.66515231,40.83814412,5,4097,10.66520089,40.83815929,16.71450491,0.05,7521,10.66514377,40.8380708,16.58150491,0.0432,0.35452217,0.941781,1,9999,9999,9999,9999,9999,9999,0,0,2,691,10.66516817,40.8381688,16.56955224,0.0507,6191,10.66515352,40.83817314,16.75355224,0.0515,0.04285085,0.9702431,1,1961,10.6650752,40.83817762,16.43755224,0.0389,0.23448922,0.958929,1,3,0.2360072,0.9632285,1
413,10.62501182,40.88645193,6,4098,10.62505512,40.88642976,16.37850491,0.0434,1706,10.62501386,40.88641991,16.30150491,0.0429,0.1177602,0.9701836,1,2322,10.62497112,40.88642728,16.36050491,0.0406,0.1726942,0.967524,1,3,4255,10.62505924,40.88647926,16.48155224,0.0368,2620,10.62503246,40.88646576,16.50755224,0.0454,0.0876026,0.96917135,1,6040,10.6249391,40.88648963,16.54355224,0.0417,0.29699904,0.94992536,1,3,0.18942799,0.96737224,1
414,10.67554999,40.82595388,5,4113,10.67564171,40.82597347,17.68650491,0.0514,921,10.67560056,40.82591601,17.63550491,0.0624,0.23527692,0.96169543,1,9999,9999,9999,9999,9999,9999,0,0,2,8957,10.67553851,40.82596824,17.63955224,0.0467,1991,10.67544877,40.82594258,18.08855224,0.0635,0.2613333,0.9556007,1,1314,10.67544927,40.82597826,17.59455224,0.0409,0.14620543,0.9664493,1,3,0.39315176,0.9338652,1
415,10.62996721,40.88346924,6,4117,10.63006215,40.88348753,17.08550491,0.0507,5596,10.62993566,40.88342061,17.11650491,0.0453,0.42019466,0.9216931,1,5664,10.62993568,40.88340244,17.10550491,0.0525,0.25329715,0.960061,0.9999927,3,2024,10.62998671,40.88353965,17.27155224,0.0664,6930,10.62993733,40.88343977,17.47955224,0.0737,0.38386524,0.9292357,1,8021,10.62994572,40.88352543,17.73355224,0.0662,0.13602982,0.9670265,1,3,0.24018711,0.9627853,1
