S1_1_3_4_ID,S1_1_3_4_S1_1_3_S1_F1_RA,S1_1_3_4_S1_1_3_S1_F1_DEC,S1_1_3_4_S1_1_3_S1_F1_MAG1_1,S1_1_3_4_S1_1_3_S1_F1_ERR1_1,S1_1_3_4_S1_1_3_S1_F3_ID,S1_1_3_4_S1_1_3_S1_F3_RA,S1_1_3_4_S1_1_3_S1_F3_DEC,S1_1_3_4_S1_1_3_S1_F3_MAG1_3,S1_1_3_4_S1_1_3_S1_F3_ERR1_3,S1_1_3_4_S1_1_3_Separation_S1_F3_S1_F1,S1_1_3_4_S1_1_3_Separation_max,S1_1_3_4_S1_1_3_ncat,S1_1_3_4_S1_1_3_dist_bayesfactor,S1_1_3_4_S1_1_3_dist_post,S1_1_3_4_S1_1_3_p_single,S1_1_3_4_S1_1_3_p_any,S1_1_3_4_S1_1_3_p_i,S1_1_3_4_S1_1_3_match_flag,S1_1_3_4_S1_1_3_asn,S1_1_3_4_S1_1_3_RA,S1_1_3_4_S1_1_3_DEC,S1_1_3_4_S1_F4_ID,S1_1_3_4_S1_F4_RA,S1_1_3_4_S1_F4_DEC,S1_1_3_4_S1_F4_MAG1_4,S1_1_3_4_S1_F4_ERR1_4,S1_1_3_4_Separation_S1_F4_S1_1_3,S1_1_3_4_Separation_max,S1_1_3_4_ncat,S1_1_3_4_dist_bayesfactor,S1_1_3_4_dist_post,S1_1_3_4_p_single,S1_1_3_4_p_any,S1_1_3_4_p_i,S1_1_3_4_match_flag,S1_1_3_4_asn,S1_1_3_4_RA,S1_1_3_4_DEC,S2_1_3_4_ID,S2_1_3_4_S2_1_3_S2_F1_RA,S2_1_3_4_S2_1_3_S2_F1_DEC,S2_1_3_4_S2_1_3_S2_F1_MAG2_1,S2_1_3_4_S2_1_3_S2_F1_ERR2_1,S2_1_3_4_S2_1_3_S2_F3_ID,S2_1_3_4_S2_1_3_S2_F3_RA,S2_1_3_4_S2_1_3_S2_F3_DEC,S2_1_3_4_S2_1_3_S2_F3_MAG2_3,S2_1_3_4_S2_1_3_S2_F3_ERR2_3,S2_1_3_4_S2_1_3_Separation_S2_F3_S2_F1,S2_1_3_4_S2_1_3_Separation_max,S2_1_3_4_S2_1_3_ncat,S2_1_3_4_S2_1_3_dist_bayesfactor,S2_1_3_4_S2_1_3_dist_post,S2_1_3_4_S2_1_3_p_single,S2_1_3_4_S2_1_3_p_any,S2_1_3_4_S2_1_3_p_i,S2_1_3_4_S2_1_3_match_flag,S2_1_3_4_S2_1_3_asn,S2_1_3_4_S2_1_3_RA,S2_1_3_4_S2_1_3_DEC,S2_1_3_4_S2_F4_ID,S2_1_3_4_S2_F4_RA,S2_1_3_4_S2_F4_DEC,S2_1_3_4_S2_F4_MAG2_4,S2_1_3_4_S2_F4_ERR2_4,S2_1_3_4_Separation_S2_F4_S2_1_3,S2_1_3_4_Separation_max,S2_1_3_4_ncat,S2_1_3_4_dist_bayesfactor,S2_1_3_4_dist_post,S2_1_3_4_p_single,S2_1_3_4_p_any,S2_1_3_4_p_i,S2_1_3_4_match_flag,S2_1_3_4_asn,S2_1_3_4_RA,S2_1_3_4_DEC,Separation_S2_1_3_4_S1_1_3_4,Separation_max,ncat,dist_bayesfactor,dist_post,p_single,p_any,p_i,match_flag,total_asn,mean_RA,mean_DEC
6564,10.67091927,40.84196844,16.26650491,0.0214,8288,10.67087249,40.84193569,16.05250491,0.0385,0.17358583,0.17358583,2,11.945002,0.96709824,0.96709824,0.96709824,1.0,1,2,10.67089588,40.841952065,5782,10.67084799,40.84193157,16.04650491,0.0237,0.14984941,0.14984941,2,11.96584,0.96894026,0.96894026,0.96894026,1.0,1,3,10.6708799166667,40.8419452333333,7796,10.67087415,40.84198874,16.56855224,0.0468,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.67087415,40.84198874,4706,10.67081041,40.841933,16.18655224,0.0357,0.26533124,0.26533124,2,11.835699,0.95496213,0.95496213,0.95496213,1.0,1,2,10.67084228,40.84196087,0.11694201,0.11694201,2,11.989671,0.9714801,0.9714801,0.9714801,1.0,1,5,10.67086109833335,40.84195305166665
6566,10.65850822,40.881519,15.38550491,0.0407,8069,10.6584506,40.8814868,15.31350491,0.0301,0.19502239,0.19502239,2,11.923553,0.96549004,0.96549004,0.96549004,1.0,1,2,10.65847941,40.8815029,7380,10.65844526,40.88149039,15.48550491,0.0349,0.103286296,0.103286296,2,11.997833,0.9710823,0.9710823,0.9710823,1.0,1,3,10.6584680266667,40.88149873,6368,10.65854369,40.88154535,15.15855224,0.0311,5427,10.65846827,40.88152876,15.14755224,0.028,0.2137921,0.2137921,2,11.902726,0.9612197,0.9612197,0.9612197,1.0,1,2,10.65850598,40.881537055,7809,10.65841347,40.88154409,15.52455224,0.0567,0.2530671,0.2530671,2,11.852956,0.95664054,0.95664054,0.95664054,1.0,1,3,10.6584751433333,40.8815394,0.1476878,0.1476878,2,11.967586,0.97003686,0.97003686,0.97003686,1.0,1,6,10.658471585000001,40.881519065
6572,10.67849171,40.83443486,16.19850491,0.0435,8161,10.67844932,40.83439714,16.26750491,0.0373,0.17824312,0.17824312,2,11.940554,0.96677077,0.96677077,0.96677077,1.0,1,2,10.678470515,40.834416,2647,10.67841017,40.83441506,16.36750491,0.0395,0.16440065,0.16440065,2,11.953428,0.96806854,0.96806854,0.96806854,1.0,1,3,10.6784504,40.8344156866667,4870,10.67853765,40.83439288,16.55555224,0.0453,1957,10.67845046,40.83441503,16.37455224,0.0505,0.25051507,0.25051507,2,11.856444,0.9570461,0.9570461,0.9570461,1.0,1,2,10.678494055,40.834403955,3359,10.67839605,40.83440892,16.32055224,0.06,0.26754072,0.26754072,2,11.832503,0.95464456,0.95464456,0.95464456,1.0,1,3,10.6784613866667,40.83440561,0.047026187,0.047026187,2,12.020787,0.9733996,0.9733996,0.9733996,1.0,1,6,10.67845589333335,40.834410648333346
6581,10.68913951,40.82709458,16.54950491,0.0405,6409,10.68908421,40.82704434,16.42350491,0.03,0.23538166,0.23538166,2,11.876404,0.96168405,0.96168405,0.96168405,1.0,1,2,10.68911186,40.82706946,6418,10.6890702,40.82707154,16.28650491,0.0298,0.11373155,0.11373155,2,11.991681,0.9706818,0.9706818,0.9706818,1.0,1,3,10.6890979733333,40.8270701533333,805,10.68908248,40.82708925,16.92355224,0.0487,7224,10.68908478,40.8270635,16.92955224,0.0532,0.09291149,0.09291149,2,12.003359,0.9689919,0.9689919,0.9689919,1.0,1,2,10.68908363,40.827076375,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.68908363,40.827076375,0.045036774,0.045036774,2,12.021285,0.9734292,0.9734292,0.9734292,1.0,1,5,10.689090801666651,40.82707326416665
6585,10.67922465,40.8414241,16.87950491,0.0633,7535,10.67920125,40.84138133,16.87050491,0.0644,0.1666398,0.1666398,2,11.951416,0.96756494,0.96756494,0.96756494,1.0,1,2,10.67921295,40.841402715,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.67921295,40.841402715,7371,10.67918562,40.84146598,17.18355224,0.0595,8009,10.67918123,40.84143998,16.98955224,0.0477,0.09436052,0.09436052,2,12.002622,0.9689409,0.9689409,0.9690116,0.9976506,1,2,10.679183425,40.84145298,7491,10.67903075,40.84149908,17.21655224,0.0621,0.44770333,0.44770333,2,11.482733,0.90390897,0.90390897,0.90390897,1.0,1,3,10.6791325333333,40.8414683466667,0.32216796,0.32216796,2,11.745063,0.9509671,0.9509671,0.9509671,1.0,1,5,10.679172741666651,40.84143553083335
6586,10.69467206,40.82083577,16.91950491,0.0681,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.69467206,40.82083577,6985,10.69466461,40.82076679,16.82350491,0.0505,0.24915604,0.24915604,2,11.858288,0.96055645,0.96055645,0.96055645,1.0,1,2,10.694668335,40.82080128,4307,10.69459856,40.82088009,17.73955224,0.068,1343,10.69473681,40.82080771,17.60455224,0.0969,0.45798683,0.45798683,2,11.457452,0.89889544,0.89889544,0.89889544,1.0,1,2,10.694667685,40.8208439,4792,10.69463281,40.82087492,17.78055224,0.1096,0.14662093,0.14662093,2,11.968438,0.96642464,0.96642464,0.96642464,1.0,1,3,10.69465606,40.82085424,0.19356658,0.19356658,2,11.925089,0.9670581,0.9670581,0.9670581,1.0,1,5,10.6946621975,40.82082776
6587,10.69546655,40.82098317,17.13650491,0.0515,9682,10.69560179,40.82097853,17.65550491,0.0835,0.3688156,0.3688156,2,11.657572,0.9381352,0.9381352,0.9381352,1.0,1,2,10.69553417,40.82098085,4551,10.69544937,40.82088713,17.08150491,0.066,0.40890682,0.40890682,2,11.57294,0.9266004,0.9266004,0.9266004,1.0,1,3,10.6955059033333,40.82094961,811,10.69549071,40.82099316,17.59955224,0.0885,9457,10.69565482,40.82101874,18.66755224,0.2189,0.45647338,0.45647338,2,11.461208,0.8996788,0.8996788,0.8996788,1.0,1,2,10.695572765,40.82100595,2778,10.69533578,40.8208902,17.82355224,0.1225,0.7684195,0.7684195,2,10.424058,0.4510927,0.4510927,0.4510927,1.0,1,3,10.69549377,40.8209673666667,0.071964696,0.071964696,2,12.0127325,0.9729151,0.9729151,0.9729151,1.0,1,6,10.69549983666665,40.820958488333346
6591,10.69152239,40.82714352,15.90350491,0.0169,1773,10.69148262,40.82707345,16.08950491,0.0207,0.274532,0.274532,2,11.822216,0.9568122,0.9568122,0.9568122,1.0,1,2,10.691502505,40.827108485,7264,10.69147413,40.82710243,16.20150491,0.028,0.08031028,0.08031028,2,12.009283,0.97181356,0.97181356,0.975345,0.8715435,1,3,10.6914930466667,40.8271064666667,1420,10.69148407,40.82716117,16.18855224,0.0351,4128,10.69144623,40.82713359,16.22155224,0.0312,0.14311998,0.14311998,2,11.971191,0.96668744,0.96668744,0.96668744,1.0,1,2,10.69146515,40.82714738,1359,10.69140641,40.82714072,16.36655224,0.0418,0.16179803,0.16179803,2,11.955732,0.96546227,0.96546227,0.96546227,1.0,1,3,10.69144557,40.82714516,0.19007772,0.19007772,2,11.928722,0.9673236,0.9673236,0.9673236,1.0,1,6,10.69146930833335,40.82712581333335
6592,10.64986003,40.88354673,16.63950491,0.0456,8005,10.64985452,40.88356066,16.93950491,0.0462,0.0523424,0.0523424,2,12.019354,0.972131,0.972131,0.972131,1.0,1,2,10.649857275,40.883553695,7513,10.64983505,40.88355904,17.17750491,0.0664,0.06347755,0.06347755,2,12.015853,0.97222495,0.97222495,0.97222495,1.0,1,3,10.6498498666667,40.8835554766667,7373,10.64979632,40.88361195,16.89855224,0.0464,3307,10.64984205,40.88356584,16.58455224,0.0494,0.20747611,0.20747611,2,11.909947,0.9618349,0.9618349,0.9618349,1.0,1,2,10.649819185,40.883588895,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.649819185,40.883588895,0.14644822,0.14644822,2,11.9685755,0.970103,0.970103,0.970103,1.0,1,5,10.64983452583335,40.88357218583335
6599,10.69128942,40.83630942,17.19750491,0.0461,7264,10.69118621,40.83628564,16.87450491,0.0453,0.29385847,0.29385847,2,11.792399,0.9538845,0.9538845,0.9538845,1.0,1,2,10.691237815,40.83629753,7984,10.69123841,40.83634689,16.92850491,0.0363,0.1777034,0.1777034,2,11.941075,0.9671775,0.9671775,0.9671775,1.0,1,3,10.6912380133333,40.8363139833333,5987,10.69127054,40.83635114,17.38755224,0.0515,7345,10.69122355,40.8363387,17.59055224,0.0748,0.13559523,0.13559523,2,11.976884,0.96710694,0.96710694,0.96710694,1.0,1,2,10.691247045,40.83634492,5447,10.69118726,40.8364277,17.52255224,0.0585,0.33959422,0.33959422,2,11.713761,0.9412211,0.9412211,0.9412211,1.0,1,3,10.6912271166667,40.8363725133333,0.21278796,0.21278796,2,11.903889,0.96546704,0.96546704,0.96546704,1.0,1,6,10.691232565,40.8363432483333
6603,10.65003133,40.8933338,16.54250491,0.0462,5726,10.64999119,40.89332901,16.33850491,0.0379,0.11058757,0.11058757,2,11.993595,0.9704783,0.9704783,0.9704783,1.0,1,2,10.65001126,40.893331405,8112,10.64995771,40.89332314,16.63950491,0.0468,0.14873463,0.14873463,2,11.966743,0.96900284,0.96900284,0.96900284,1.0,1,3,10.64999341,40.89332865,4311,10.6499929,40.89339877,16.56855224,0.0309,3349,10.649927,40.89340468,16.65255224,0.0509,0.18059422,0.18059422,2,11.938264,0.9641575,0.9641575,0.9641575,1.0,1,2,10.64995995,40.893401725,6807,10.64987424,40.8933824,16.96655224,0.0621,0.24340065,0.24340065,2,11.865982,0.9578678,0.9578678,0.9578678,1.0,1,3,10.64993138,40.8933952833333,0.2933216,0.2933216,2,11.793255,0.9558899,0.9558899,0.9558899,1.0,1,6,10.649962395,40.893361966666646
6605,10.64847946,40.89841963,15.68750491,0.044,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.64847946,40.89841963,6387,10.6483903,40.89840218,15.64350491,0.0389,0.25061762,0.25061762,2,11.856305,0.9603831,0.9603831,0.9603831,1.0,1,2,10.64843488,40.898410905,6380,10.64845933,40.8984545,16.00955224,0.0498,662,10.64845037,40.8984124,15.87055224,0.0444,0.15350859,0.15350859,2,11.962827,0.9660616,0.9660616,0.9660616,1.0,1,2,10.64845485,40.89843345,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.64845485,40.89843345,0.09767409,0.09767409,2,12.000895,0.97218746,0.97218746,0.97218746,1.0,1,4,10.648444865,40.898422177499995
6617,10.66661235,40.88458374,17.06150491,0.1054,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.66661235,40.88458374,12259,10.66644806,40.88454526,16.69450491,0.0537,0.46811593,0.46811593,2,11.43199,0.9012379,0.9012379,0.9012379,1.0,1,2,10.666530205,40.8845645,5616,10.66669543,40.88456325,17.51455224,0.1814,13268,10.6665935,40.88455339,17.05955224,0.0683,0.2796853,0.2796853,2,11.814464,0.9528921,0.9528921,0.9528921,1.0,1,2,10.666644465,40.88455832,12919,10.66660338,40.88459822,17.46555224,0.1357,0.18203422,0.18203422,2,11.936847,0.9639825,0.9639825,0.9639825,1.0,1,3,10.66663077,40.88457162,0.27490604,0.27490604,2,11.821658,0.9585667,0.9585667,0.9585667,1.0,1,5,10.6665804875,40.88456806000001
6621,10.69745862,40.84557201,16.65050491,0.045,7277,10.6973234,40.84558458,16.39450491,0.0425,0.37101597,0.37101597,2,11.653153,0.9375421,0.9375421,0.9375421,1.0,1,2,10.69739101,40.845578295,7560,10.69730724,40.84557333,16.49150491,0.0531,0.22883083,0.22883083,2,11.884658,0.9627937,0.9627937,0.9627937,1.0,1,3,10.6973630866667,40.84557664,6421,10.69746655,40.84559151,17.07755224,0.048,6315,10.69732844,40.84557039,16.32055224,0.045,0.38372433,0.38372433,2,11.627119,0.9292801,0.9292801,0.9292801,1.0,1,2,10.697397495,40.84558095,2806,10.6972749,40.84558013,16.45455224,0.0315,0.33387724,0.33387724,2,11.724212,0.9425384,0.9425384,0.9425384,1.0,1,3,10.69735663,40.8455806766667,0.022811372,0.022811372,2,12.025378,0.97367185,0.97367185,0.97367185,1.0,1,6,10.69735985833335,40.84557865833335
6627,10.66886419,40.88713945,16.22150491,0.0486,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.66886419,40.88713945,8179,10.6688192,40.88708414,16.31650491,0.0569,0.23375186,0.23375186,2,11.878479,0.9622807,0.9622807,0.9622807,1.0,1,2,10.668841695,40.887111795,9199,10.66882845,40.88709555,16.43255224,0.0601,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.66882845,40.88709555,7811,10.66865739,40.887156,16.63855224,0.0603,0.51390857,0.51390857,2,11.309928,0.8633661,0.8633661,0.8633661,1.0,1,2,10.66874292,40.887125775,0.27349675,0.27349675,2,11.823756,0.9587582,0.9587582,0.9587582,1.0,1,4,10.668792307499999,40.887118785
6628,10.66371845,40.89593817,16.20550491,0.0321,6369,10.663634,40.89589986,16.20250491,0.0312,0.26801658,0.26801658,2,11.831811,0.957716,0.957716,0.957716,1.0,1,2,10.663676225,40.895919015,80,10.66362241,40.89592575,16.31050491,0.0378,0.14843713,0.14843713,2,11.966984,0.9690194,0.9690194,0.9690194,1.0,1,3,10.6636582866667,40.89592126,225,10.66377146,40.89594962,16.60655224,0.0528,4777,10.66362864,40.895938,16.48455224,0.0481,0.3908922,0.3908922,2,11.612048,0.9269653,0.9269653,0.9269653,1.0,1,2,10.66370005,40.89594381,706,10.66359514,40.89595577,16.48755224,0.0469,0.28871372,0.28871372,2,11.800535,0.95134854,0.95134854,0.95134854,1.0,1,3,10.66366508,40.8959477966667,0.097304195,0.097304195,2,12.001091,0.9721997,0.9721997,0.9721997,1.0,1,6,10.663661683333348,40.89593452833335
6636,10.65882059,40.90721654,16.76350491,0.0543,4449,10.65878905,40.90719602,16.56250491,0.0424,0.11322981,0.11322981,2,11.99199,0.9703722,0.9703722,0.9703722,1.0,1,2,10.65880482,40.90720628,7540,10.65879398,40.90719783,16.56550491,0.0492,0.042370107,0.042370107,2,12.021917,0.97259957,0.97259957,0.97259957,1.0,1,3,10.6588012066667,40.9072034633333,4358,10.65888413,40.90723289,16.88155224,0.0437,3390,10.65878305,40.90722096,16.92855224,0.0622,0.27834925,0.27834925,2,11.816487,0.95310086,0.95310086,0.95310086,1.0,1,2,10.65883359,40.907226925,3424,10.65864066,40.90725038,17.19155224,0.0539,0.531667,0.531667,2,11.259528,0.8490905,0.8490905,0.8490905,1.0,1,3,10.65876928,40.9072347433333,0.14221863,0.14221863,2,11.9718895,0.97032356,0.97032356,0.97032356,1.0,1,6,10.65878524333335,40.907219103333304
6637,10.66011661,40.90646181,17.62350491,0.0617,6399,10.66003565,40.90634654,17.47950491,0.0756,0.46981227,0.46981227,2,11.427671,0.8993095,0.8993095,0.8993095,1.0,1,2,10.66007613,40.906404175,7263,10.66001565,40.90643388,17.36950491,0.0551,0.19624963,0.19624963,2,11.922251,0.9657732,0.9657732,0.9657732,1.0,1,3,10.66005597,40.9064140766667,6014,10.65949194,40.90621246,18.21555224,0.0929,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.65949194,40.90621246,3425,10.65992682,40.9064601,17.56955224,0.0578,1.4814873,1.4814873,2,6.0693436,3.63e-05,3.63e-05,3.63e-05,1.0,1,2,10.65970938,40.90633628,0.98371625,0.98371625,2,9.400129,0.080585256,0.080585256,0.080585256,1.0,1,5,10.659882675,40.90637517833335
6641,10.71274965,40.84133991,16.29550491,0.0275,1081,10.71275586,40.84125935,16.11550491,0.0273,0.29050875,0.29050875,2,11.797712,0.9544197,0.9544197,0.9544197,1.0,1,2,10.712752755,40.84129963,4700,10.71271452,40.84126449,16.22050491,0.0264,0.16385005,0.16385005,2,11.953918,0.96810347,0.96810347,0.96810347,1.0,1,3,10.71274001,40.8412879166667,949,10.7127746,40.84127148,16.66555224,0.0554,2259,10.71273011,40.84125563,16.50955224,0.0534,0.13393101,0.13393101,2,11.978102,0.96719605,0.96719605,0.96719605,1.0,1,2,10.712752355,40.841263555,2277,10.71265451,40.84127271,16.66855224,0.0512,0.26850998,0.26850998,2,11.831093,0.9545037,0.9545037,0.9545037,1.0,1,3,10.71271974,40.8412666066667,0.09451426,0.09451426,2,12.002543,0.9722899,0.9722899,0.982145,0.6378839,1,6,10.712729875,40.841277261666704
6643,10.70736476,40.85633948,17.73150491,0.0842,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,1,10.70736476,40.85633948,8163,10.70741235,40.856594,17.62750491,0.0644,0.92538947,0.92538947,2,9.702376,0.14535257,0.14535257,0.14535257,1.0,1,2,10.707388555,40.85646674,7822,10.70728558,40.8562488,17.74255224,0.0855,6703,10.70742785,40.85665129,18.30755224,0.1282,1.4998537,1.4998537,2,5.920715,2.58e-05,2.58e-05,2.58e-05,1.0,1,2,10.707356715,40.856450045,11261,10.70722992,40.85624872,17.86455224,0.0922,0.80279905,0.80279905,2,10.277435,0.36961523,0.36961523,0.36961523,1.0,1,3,10.70731445,40.8563829366667,0.36294955,0.36294955,2,11.669224,0.94215274,0.94215274,0.9430209,0.9840855,1,5,10.7073515025,40.85642483833335
6645,10.70824319,40.85470328,17.08450491,0.0405,7570,10.70822402,40.85465092,16.90650491,0.0276,0.19558999,0.19558999,2,11.922952,0.96544385,0.96544385,0.96544385,1.0,1,2,10.708233605,40.8546771,5971,10.70818309,40.8546655,16.83150491,0.0242,0.14374861,0.14374861,2,11.970702,0.9692754,0.9692754,0.9692754,1.0,1,3,10.7082167666667,40.8546732333333,7229,10.70826094,40.85468637,17.23255224,0.0529,6378,10.7081852,40.85466761,17.28855224,0.0445,0.21701166,0.21701166,2,11.898961,0.9608953,0.9608953,0.9608953,1.0,1,2,10.70822307,40.85467699,1424,10.70812574,40.85468735,17.18955224,0.0365,0.26763478,0.26763478,2,11.832367,0.9546309,0.9546309,0.9546309,1.0,1,3,10.7081906266667,40.8546804433333,0.07576251,0.07576251,2,12.01121,0.97282255,0.97282255,0.97282255,1.0,1,6,10.7082036966667,40.854676838333305
6649,10.66979302,40.90212503,17.67150491,0.0775,12167,10.66966785,40.90214661,17.44650491,0.0691,0.34933367,0.34933367,2,11.695548,0.9430199,0.9430199,0.9430199,1.0,1,2,10.669730435,40.90213582,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.669730435,40.90213582,5689,10.6699241,40.90219796,17.78655224,0.0976,10086,10.66977061,40.90217254,17.40355224,0.0719,0.42755193,0.42755193,2,11.530607,0.9132086,0.9132086,0.9132086,1.0,1,2,10.669847355,40.90218525,3480,10.66963603,40.90212175,17.81155224,0.0887,0.61878645,0.61878645,2,10.987478,0.7504601,0.7504601,0.7504601,1.0,1,3,10.6697769133333,40.9021640833333,0.16231607,0.16231607,2,11.9552765,0.969202,0.969202,0.969202,1.0,1,5,10.66975367416665,40.902149951666644
6655,10.71747561,40.84118952,17.31750491,0.0294,6490,10.71740643,40.84113975,17.34650491,0.0406,0.2600026,0.2600026,2,11.843297,0.95877415,0.95877415,0.95877415,1.0,1,2,10.71744102,40.841164635,3090,10.71739321,40.84110948,17.18950491,0.0409,0.23744467,0.23744467,2,11.873755,0.96188396,0.96188396,0.96188396,1.0,1,3,10.7174250833333,40.84114625,9272,10.71752672,40.84116086,17.82855224,0.0808,1418,10.71743264,40.84112873,18.07255224,0.0794,0.2811244,0.2811244,2,11.812273,0.9526652,0.9526652,0.9526652,1.0,1,2,10.71747968,40.841144795,9482,10.71733716,40.84114033,17.67855224,0.0778,0.3884848,0.3884848,2,11.617141,0.9276352,0.9276352,0.9276352,1.0,1,3,10.7174321733333,40.8411433066667,0.022025766,0.022025766,2,12.025474,0.9736775,0.9736775,0.9736775,1.0,1,6,10.7174286283333,40.84114477833335
6661,10.67970976,40.89214711,16.71750491,0.0585,7266,10.67967568,40.89210251,16.74550491,0.0564,0.18542165,0.18542165,2,11.933468,0.9662426,0.9662426,0.9662426,1.0,1,2,10.67969272,40.89212481,7278,10.67965916,40.8921004,16.61450491,0.0538,0.12674136,0.12674136,2,11.983189,0.9701202,0.9701202,0.9701202,1.0,1,3,10.6796815333333,40.8921166733333,6489,10.6796562,40.89215632,16.98055224,0.0546,4148,10.6796359,40.89210951,16.90655224,0.073,0.1773403,0.1773403,2,11.941425,0.9644083,0.9644083,0.9644083,1.0,1,2,10.67964605,40.892132915,7708,10.6795131,40.89218834,17.01855224,0.0671,0.4131807,0.4131807,2,11.563403,0.9188767,0.9188767,0.9188767,1.0,1,3,10.6796017333333,40.89215139,0.25056273,0.25056273,2,11.8563795,0.96162814,0.96162814,0.96162814,1.0,1,6,10.6796416333333,40.89213403166665
6662,10.67858756,40.89644007,16.15650491,0.0246,3758,10.67854192,40.89638509,16.14250491,0.0196,0.23366699,0.23366699,2,11.878587,0.9618689,0.9618689,0.9618689,1.0,1,2,10.67856474,40.89641258,1115,10.6785069,40.89641131,16.09250491,0.027,0.15746176,0.15746176,2,11.959491,0.9684972,0.9684972,0.9684972,1.0,1,3,10.67854546,40.8964121566667,2997,10.67866009,40.89644646,16.40855224,0.0387,5537,10.6786001,40.89645251,16.34755224,0.0439,0.16469242,0.16469242,2,11.953168,0.96532476,0.96532476,0.96532476,1.0,1,2,10.678630095,40.896449485,7045,10.67845609,40.89646542,16.39655224,0.0445,0.4769679,0.4769679,2,11.409282,0.8881823,0.8881823,0.8881823,1.0,1,3,10.6785720933333,40.8964547966667,0.16975312,0.16975312,2,11.948573,0.9687379,0.9687379,0.96877086,0.9989124,1,6,10.67855877666665,40.8964334766667
6666,10.67496151,40.90176516,16.12250491,0.0474,2646,10.67494282,40.90173741,16.25650491,0.0329,0.11209947,0.11209947,2,11.9926815,0.970418,0.970418,0.9704189,0.99996734,1,2,10.674952165,40.901751285,2872,10.67490014,40.90175634,16.21750491,0.0274,0.14272496,0.14272496,2,11.9714985,0.96932995,0.96932995,0.96932995,1.0,1,3,10.6749348233333,40.90175297,5123,10.67491674,40.90177546,16.29455224,0.0683,4139,10.67490766,40.90172931,16.52655224,0.0695,0.16796702,0.16796702,2,11.950211,0.9650961,0.9650961,0.9650961,1.0,1,2,10.6749122,40.901752385,3551,10.6747773,40.90178308,16.36455224,0.0587,0.38333514,0.38333514,2,11.62793,0.92928517,0.92928517,0.92928517,1.0,1,3,10.6748672333333,40.9017626166667,0.1871625,0.1871625,2,11.931707,0.96754014,0.96754014,0.96754014,1.0,1,6,10.6749010283333,40.901757793333346
6667,10.67646899,40.90153787,18.23450491,0.0929,5838,10.67632717,40.90150889,18.20250491,0.0892,0.3997477,0.3997477,2,11.593043,0.92892945,0.92892945,0.9289296,0.9999967,1,2,10.67639808,40.90152338,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.67639808,40.90152338,3000,10.67649072,40.90161427,18.57955224,0.0934,6298,10.67638674,40.90163731,18.47355224,0.1146,0.29483756,0.29483756,2,11.790834,0.9503887,0.9503887,0.9503887,1.0,1,2,10.67643873,40.90162579,13272,10.67634029,40.9012833,18.79455224,0.1377,1.261724,1.261724,2,7.705703,0.0015693865,0.0015693865,0.0017919412,0.8756072,1,3,10.6764059166667,40.9015116266667,0.047381464,0.047381464,2,12.020697,0.97339416,0.97339416,0.97339416,1.0,1,5,10.67640199833335,40.90151750333335
6671,10.7010396,40.87092672,16.05350491,0.0519,7286,10.70100938,40.87090789,15.86250491,0.037,0.10659768,0.10659768,2,11.995947,0.9706331,0.9706331,0.9706331,1.0,1,2,10.70102449,40.870917305,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.70102449,40.870917305,7246,10.70107487,40.87089356,16.08555224,0.0521,7727,10.70098728,40.87081417,16.05355224,0.0625,0.37220874,0.37220874,2,11.650747,0.9327732,0.9327732,0.9327732,1.0,1,2,10.701031075,40.870853865,-99,-99.0,-99.0,-99.0,-99.0,nan,0.0,1,0.0,1.0,1.0,0.0,0.0,1,2,10.701031075,40.870853865,0.22908644,0.22908644,2,11.88434,0.9639344,0.9639344,0.9639344,1.0,1,4,10.701027782499999,40.870885584999996
